PCNM5,PCNM10,PCNM3,PCNM7,PCNM36,PCNM49,PCNM51,SAND,TEMPSD,PRECCV,ELEV,feve_sp
-0.02489136,-0.000515803,0.012110511,-0.029056571,0.231234136,-1.79E-07,-1.10E-05,0.146911339,1.078556763,-0.963177131,0.083286524,-0.404081688
0.019252621,0.0176035,-0.091765499,-0.001650384,-0.161534518,-0.003974005,0.006400047,-1.027595133,0.328981625,0.704870536,-0.78497777,1.146483536
0.019626065,-0.002264651,-0.082363895,0.007187906,0.005136245,-1.72E-06,-2.42E-05,-0.557792544,0.328981625,0.704870536,-0.746388245,-0.292006275
0.019334612,-0.023043447,-0.072891694,0.017350916,0.095712664,0.206587729,0.003224465,-0.32289125,0.198620731,0.519531907,-0.78497777,0.124438139
0.019328833,-0.022654038,-0.072973871,0.016954968,0.095082514,-0.205229022,-0.003277231,-0.792224036,0.068259838,0.519531907,-0.78497777,-0.585141224
0.115969589,-0.043339078,0.030996791,-0.063858371,0.012746102,0.019474176,-0.06723081,-0.746183382,-0.713905523,0.704870536,-0.746388245,-0.00732162
0.116070785,-0.04338344,0.031286552,-0.064079855,0.014481633,-0.019365953,0.067013346,-0.392891836,-0.713905523,0.704870536,-0.746388245,0.635012573
0.136273313,0.003841431,0.070533701,-0.151933586,0.020484346,-0.004834586,0.013014127,-0.510342483,-0.567249518,0.890209166,-0.823567294,0.062134695
0.136341164,0.003850144,0.070903713,-0.152248526,0.020825926,0.041763313,-0.040811936,-0.74571358,-0.567249518,0.704870536,-0.823567294,0.075073568
0.116239463,0.05046189,0.089744123,-0.08247487,-0.035572285,-0.087450719,0.107359262,-0.980145071,-0.844266417,0.519531907,-0.746388245,0.193549033
0.116048398,0.050480395,0.090116366,-0.082554882,-0.035431711,-0.006030555,-0.00022555,-0.862694424,-0.844266417,0.519531907,-0.746388245,1.086833868
0.116063533,0.050507324,0.090056158,-0.082851536,-0.035469468,0.057471468,-0.079693754,-0.863164227,-0.844266417,0.519531907,-0.746388245,1.701345822
0.071103654,0.038925283,0.136974249,-0.050380163,-0.104842551,5.71E-05,9.16E-06,-0.745243777,-0.127281502,0.519531907,-0.823567294,0.295654526
0.085298038,0.081159098,0.118561012,-0.072464067,0.219544409,0.00013939,-9.53E-05,-0.393361638,-0.713905523,0.519531907,-0.823567294,-0.234310752
0.033120001,-0.027500354,-0.030362017,0.125731903,-0.000986701,-0.230528186,0.049974578,-0.74571358,0.198620731,0.519531907,-0.78497777,-0.312759174
0.032590465,-0.027683565,-0.031028436,0.126078858,-0.001670025,0.003710422,-0.045717586,-0.745243777,0.198620731,0.519531907,-0.750247198,-1.075232931
0.032660457,-0.027789483,-0.030782021,0.126337755,-0.001118337,0.225753133,-0.003902099,-0.863164227,0.08455495,0.519531907,-0.746388245,-0.282883976
-0.108995237,0.099484772,0.150437963,0.2112876,-0.003751995,-2.37E-05,1.34E-06,-0.702961544,0.557113189,-0.221822612,-0.862156818,-1.195270522
-0.123390188,0.077606617,0.163513319,0.204116035,-0.012925629,2.32E-05,-3.60E-06,-0.796922062,0.736359417,-0.221822612,-0.823567294,-1.226176957
0.019753967,0.04145296,0.184179367,-0.13808751,0.018850263,0.126368246,0.093904411,0.546243539,-0.192461949,0.334193277,-0.823567294,0.276871388
0.019302651,0.041506546,0.18435806,-0.137602566,0.017861933,-0.335110474,-0.16228768,-0.863164227,-0.062101056,0.334193277,-0.839003104,0.192351411
0.018879023,0.041566115,0.184191578,-0.137602966,0.016797255,0.207742106,0.069139433,-0.74571358,0.003079391,0.334193277,-0.823567294,-0.210373201
-0.001627653,0.064674755,0.18094349,-0.115895352,-0.080578278,0.003693835,-0.006955272,-0.745243777,-0.176166837,0.334193277,-0.842862056,-2.118517147
0.022571941,0.083184451,-0.099662686,-0.076694349,0.104708952,0.157066853,0.006197068,-0.299870923,-0.453183736,0.890209166,-0.746388245,-0.315083822
0.02241027,0.08325705,-0.099701437,-0.076768389,0.103526534,-0.15741472,-0.006190862,-1.12155565,-0.453183736,0.890209166,-0.750247198,1.437989899
0.029159398,0.093572633,-0.092206648,-0.085629741,-0.264956393,0.000804176,0.000188304,-0.886184553,-0.860561528,0.890209166,-0.746388245,1.416831267
-0.013069636,0.012544486,-0.037280649,-0.068379205,-0.008129308,-1.34E-07,8.65E-07,1.720280207,-1.023512645,-0.777838501,0.87437177,0.450491833
-0.00301414,0.017034414,-0.03657543,-0.059045909,0.01397117,2.10E-07,3.17E-06,0.07644095,-1.414595326,-0.963177131,0.920679199,-0.212926719
-0.044668071,0.053967256,-0.021302644,-0.004258402,0.00147474,0.019887879,-0.000751565,-0.041009697,-0.045805944,-0.963177131,0.334118431,0.238464636
-0.044478751,0.053966658,-0.021392762,-0.004305698,0.00060075,0.032072147,0.014539945,-0.510812285,-0.045805944,-0.963177131,0.357272146,1.690746781
-0.033523251,0.033243106,-0.02993679,-0.038919146,0.047233197,-0.103947082,0.046721643,0.663694186,-0.159871726,-0.963177131,0.480758623,0.16616198
-0.023967021,0.006734927,-0.037731501,-0.074518454,0.061081182,0.057809363,0.036600486,0.193891597,-0.159871726,-0.963177131,0.565655576,-0.041433247
-0.044933676,0.053925838,-0.021163287,-0.004449202,0.004522288,-0.000796845,-0.038408122,0.310872442,-0.045805944,-0.963177131,0.334118431,0.993210701
0.121196099,0.013943634,0.013731175,0.070099259,-0.047609266,0.001900299,0.025449717,1.485378913,-1.26793932,-0.407161242,1.264125964,1.293493165
0.121081517,0.013806007,0.01375163,0.069565598,-0.047085466,0.00043528,0.021495055,1.368398069,-1.26793932,-0.407161242,1.43391987,1.234966388
0.120554762,0.013352065,0.013825638,0.06769155,-0.044984161,-0.002394288,-0.005832966,1.837730855,-1.544956219,-0.036483982,1.80052035,1.097394717
0.120688171,0.013512342,0.013819502,0.068153058,-0.045345853,-0.002203962,-0.002843793,1.485378913,-1.544956219,-0.036483982,1.723341302,1.170018427
0.119723076,0.017321804,0.011961016,0.056103129,0.005967699,3.67E-06,2.75E-06,1.72075001,-1.398300214,0.334193277,1.970314256,0.14674835
0.118391599,0.020505778,0.010030911,0.044044036,-0.022285116,-1.36E-05,3.05E-06,1.955181502,-1.756792671,0.519531907,1.985750066,1.388159567
0.120939337,0.014092753,0.013820676,0.069527509,-0.045888073,0.000475022,-0.015486203,1.720280207,-0.958332198,-0.407161242,1.183087963,1.273319641
0.120936729,0.014184245,0.013823468,0.069705085,-0.045857041,0.001400713,-0.02159821,1.367928266,-1.561251331,-0.407161242,1.426201965,0.388053235
-0.207031746,0.026665854,0.102327481,0.068432844,-0.022215073,4.05E-06,-2.59E-05,-0.327589276,2.202919469,-0.407161242,-0.78497777,-1.557229431
-0.212386364,0.005880591,0.104013866,0.072331777,0.017815833,-0.007510001,0.190831719,-0.233628758,1.958492794,-0.407161242,-0.78497777,-1.065547909
-0.206731473,0.033951878,0.104357822,0.080264642,-0.029890731,0.007497115,-0.190394654,-0.421549793,1.958492794,-0.407161242,-0.78497777,0.041696456
0.145198256,0.06084897,0.005177866,0.225740361,0.088361861,-1.85E-05,-0.000495946,0.893427652,1.306688326,-0.777838501,0.168183477,-1.322668326
0.157278853,0.048240736,0.004816576,0.202697698,0.033707768,2.76E-06,4.62E-05,-0.233628758,1.013376316,-0.777838501,0.256939383,-0.65134923
0.155700168,0.051685317,0.006132775,0.188234437,-0.043946113,-1.10E-07,-5.93E-05,-0.534302415,1.013376316,-0.777838501,0.233785668,0.869701216
-0.028087241,-0.017013733,0.004977723,0.1964552,-0.200692472,5.73E-05,0.000602875,0.029460691,1.502229666,-0.777838501,-0.669209197,-0.255631447
-0.028317105,-0.033610897,-0.003658067,0.209779302,0.038377728,-5.69E-05,1.83E-05,-0.252890664,1.502229666,-0.777838501,-0.669209197,0.334224835
-0.085330606,-0.071278606,-0.128974098,0.148262309,0.053121522,0.158303868,-0.049933889,-1.379477271,0.231210955,0.334193277,-0.669209197,0.421059943
-0.0854177,-0.071198785,-0.129085196,0.148298629,0.052984127,-0.159061996,0.049805523,-1.191556236,0.231210955,0.334193277,-0.707798721,-2.250967636
0.014507304,-0.490145839,-0.003639306,-0.008134765,0.012057977,-0.000148274,0.000128006,-1.004105003,1.355573661,1.631563685,-0.707798721,-1.479354249
0.005842515,-0.508871074,-0.007793189,-0.036173369,-0.005816991,-8.72E-05,2.39E-05,-1.285986556,1.355573661,1.631563685,-0.707798721,-0.507407528
0.014507285,-0.490140636,-0.00363929,-0.008134532,0.012058767,-0.000117064,0.000116671,-0.72222345,1.355573661,1.631563685,-0.707798721,-2.522540256
