PCNM8,PCNM35,PCNM9,PCNM6,PCNM10,PCNM15,PCNM13,PCNM7,PCNM3,TEMP,TEMPSD,Mg,CLAY,ELEV,fdis
-0.041632367,-0.001842058,0.072444143,-0.061201906,-0.027789483,-0.194644424,-0.060209526,0.126337755,-0.030782021,0.648587233,0.08455495,-0.267368098,0.860810476,-0.746388245,0.416385652
-0.188863879,-0.023117287,0.038755591,0.105783595,0.099484772,0.052821479,-0.022497476,0.2112876,0.150437963,0.738413382,0.557113189,-0.276815997,0.788124612,-0.862156818,1.326996026
-0.175626014,0.018520575,0.088090886,0.087314422,0.077606617,0.118510102,0.039226435,0.204116035,0.163513319,0.738413382,0.736359417,-0.308308993,0.981469009,-0.823567294,0.855181342
0.10810236,-0.003584484,-0.019937479,0.059744381,0.04145296,0.08753315,0.05241199,-0.13808751,0.184179367,0.558761084,-0.192461949,-0.19388444,-0.592422218,-0.823567294,0.444748504
0.108687178,-0.00331951,-0.019481672,0.059807829,0.041506546,0.087646087,0.052387224,-0.137602566,0.18435806,0.558761084,-0.062101056,-0.369195452,0.981953581,-0.839003104,0.005973574
0.109643644,-0.003883098,-0.019589788,0.059544484,0.041566115,0.086840075,0.052114985,-0.137602966,0.184191578,0.558761084,0.003079391,-0.346100588,0.73966737,-0.823567294,0.577367627
0.094404761,-0.062926004,0.025414309,0.084180692,0.064674755,-0.063903843,-0.022764589,-0.115895352,0.18094349,0.558761084,-0.176166837,-0.321955958,0.860810476,-0.842862056,0.873498532
-0.017619294,0.065230395,-0.163240995,-0.094240192,0.083184451,0.097277602,0.045479589,-0.076694349,-0.099662686,0.558761084,-0.453183736,-0.043767825,0.497865732,-0.746388245,0.475545619
-0.017605228,0.064790486,-0.163157221,-0.09401666,0.08325705,0.097532716,0.045527916,-0.076768389,-0.099701437,0.558761084,-0.453183736,-0.320906191,1.345382898,-0.750247198,-0.334345335
-0.023542957,-0.171270036,-0.147561984,-0.090826485,0.093572633,0.058541045,0.00574879,-0.085629741,-0.092206648,0.558761084,-0.860561528,-0.247422534,1.103096687,-0.746388245,0.886245024
0.102525996,-0.011686619,-0.117573063,0.01848035,0.012544486,-0.130400428,-0.000806377,-0.068379205,-0.037280649,-0.698805002,-1.023512645,-0.293612261,-1.440423957,0.87437177,-0.83786291
0.105512935,0.02427004,-0.112732406,0.024627892,0.017034414,-0.155628192,0.051475397,-0.059045909,-0.03657543,-0.698805002,-1.414595326,-0.399638682,-0.108334368,0.920679199,-1.557074099
0.024320548,0.012353506,-0.086312068,0.039469017,0.053967256,0.005983492,-0.043197934,-0.004258402,-0.021302644,-0.159848108,-0.045805944,-0.253721133,0.134436415,0.334118431,-0.035499755
0.024678916,0.012065719,-0.086471597,0.039515488,0.053966658,0.00555755,-0.04319291,-0.004305698,-0.021392762,-0.159848108,-0.045805944,-0.291512728,0.133951843,0.357272146,0.641152401
0.058573557,-0.036126537,-0.107276176,0.027176947,0.033243106,-0.050425589,-0.059166261,-0.038919146,-0.02993679,-0.159848108,-0.159871726,-0.237974635,-0.714049896,0.480758623,-0.262624984
0.094643892,0.026346487,-0.116389258,0.012291678,0.006734927,-0.075323792,-0.050468233,-0.074518454,-0.037731501,-0.339500406,-0.159871726,-0.237974635,-0.350620579,0.565655576,-0.795570995
0.023838824,0.01403141,-0.085990791,0.039275309,0.053925838,0.006604087,-0.043545551,-0.004449202,-0.021163287,0.109630339,-0.045805944,-0.329304324,-0.350136007,0.334118431,-0.144126047
-0.001163316,-0.050605239,0.043265605,0.043707871,0.013943634,0.017795847,0.105857476,0.070099259,0.013731175,-1.147935747,-1.26793932,-0.302010394,-1.319280851,1.264125964,0.849632279
-0.001291678,-0.050718393,0.043782096,0.04339361,0.013806007,0.017835972,0.106578066,0.069565598,0.01375163,-1.597066492,-1.26793932,-0.323005724,-1.198137745,1.43391987,0.203314348
-0.001923361,-0.050933114,0.045381327,0.042164754,0.013352065,0.017877539,0.108978416,0.06769155,0.013825638,-1.956371088,-1.544956219,-0.261069499,-1.682710168,1.80052035,0.233669699
-0.001841536,-0.050820913,0.044987847,0.042409473,0.013512342,0.017837985,0.108446014,0.068153058,0.013819502,-1.686892641,-1.544956219,-0.27576623,-1.319280851,1.723341302,0.18501419
0.017706589,0.013521081,0.020172766,0.044666228,0.017321804,-0.054808047,0.131242277,0.056103129,0.011961016,-2.046197237,-1.398300214,-0.225377436,-1.803853273,1.970314256,0.37657912
0.037160788,-0.017582406,-0.007258781,0.046984053,0.020505778,-0.116174398,0.131519443,0.044044036,0.010030911,-1.77671879,-1.756792671,-0.339801989,-2.046139484,1.985750066,-0.231700195
-0.001920339,-0.050182196,0.043555556,0.042905477,0.014092753,0.017558628,0.106783716,0.069527509,0.013820676,-1.237761896,-0.958332198,-0.307259226,-1.440423957,1.183087963,-0.652889531
-0.001994704,-0.0500374,0.043309037,0.042923975,0.014184245,0.017489156,0.106541414,0.069705085,0.013823468,-1.237761896,-1.561251331,-0.119351016,-1.198137745,1.426201965,0.415224828
-0.167740961,-0.013117352,-0.077436605,-0.24224034,0.026665854,-0.097524568,0.133725559,0.068432844,0.102327481,0.828239532,2.202919469,-0.056365024,0.439232469,-0.78497777,0.462785477
-0.164416796,0.012587329,-0.040485772,-0.240684574,0.005880591,0.026747939,-0.112732797,0.072331777,0.104013866,0.828239532,1.958492794,-0.329304324,0.439232469,-0.78497777,0.030881679
-0.157026826,0.010323738,-0.082806032,-0.234496017,0.033951878,-0.061494733,-0.14699433,0.080264642,0.104357822,0.828239532,1.958492794,-0.38179265,0.633061437,-0.78497777,-0.343723258
0.024624048,0.147328216,-0.136498473,0.134218061,0.06084897,-0.099665068,0.071960698,0.225740361,0.005177866,-0.070021959,1.306688326,-0.339801989,-0.762022566,0.168183477,0.13608546
0.077351787,-0.126120701,-0.082015542,0.149519789,0.048240736,0.03402343,-0.257546616,0.202697698,0.004816576,-0.159848108,1.013376316,-0.297811327,0.30355219,0.256939383,0.476815463
0.076541029,0.114264215,-0.09029199,0.140694034,0.051685317,0.074042905,-0.337782449,0.188234437,0.006132775,-0.159848108,1.013376316,-0.36079732,0.788609185,0.233785668,-0.452190166
0.021757309,-0.195566906,-0.032744681,0.173578548,-0.017013733,-0.033143062,0.22333612,0.1964552,0.004977723,0.738413382,1.502229666,-0.329304324,0.032191634,-0.669209197,1.211090729
0.069843988,0.026476277,-0.054981729,0.16670271,-0.033610897,0.059175587,0.199721092,0.209779302,-0.003658067,0.738413382,1.502229666,-0.350299654,0.32341966,-0.669209197,0.807888446
0.13739455,0.013225199,0.149450581,-0.033937136,-0.071278606,-0.135024558,-0.06484304,0.148262309,-0.128974098,0.738413382,0.231210955,-0.276815997,1.582338812,-0.669209197,1.271353213
0.137430676,0.013315358,0.149583966,-0.033922934,-0.071198785,-0.13512153,-0.0649204,0.148298629,-0.129085196,0.738413382,0.231210955,-0.234825335,1.388994416,-0.707798721,0.261471338
-0.070277292,0.010929771,-0.175204453,0.033275323,-0.490145839,0.019083438,-0.018694822,-0.008134765,-0.003639306,0.738413382,1.355573661,0.027616299,1.195165447,-0.707798721,-2.220520312
-0.10656663,-0.007396112,-0.178066766,0.067423963,-0.508871074,-0.004526384,-0.022822988,-0.036173369,-0.007793189,0.738413382,1.355573661,0.143090618,1.4859089,-0.707798721,-1.669341755
-0.070276516,0.010930527,-0.175202849,0.03327496,-0.490140636,0.01908352,-0.018694475,-0.008134532,-0.00363929,0.738413382,1.355573661,0.132592953,0.710593025,-0.707798721,-0.18848085
