PCNM10,PCNM8,PCNM3,PCNM4,PCNM13,PCNM15,PCNM35,PCNM9,TEMPSD,TEMPMIN,Mg,fdiv
0.000185893,-0.056903299,0.014726998,0.035950719,0.06906849,-0.05596366,0.055722627,-0.025040018,1.225212768,0.389826268,-0.189685374,-1.285613588
-0.073625664,0.063776261,0.17669992,0.048752182,0.054296815,-0.040542746,0.023170366,0.095988433,0.752654529,0.726614948,-0.129848681,-0.074250194
-0.07444171,0.066614302,0.172238208,0.057443621,0.038306953,-0.04986347,0.008344623,0.10039246,0.5734083,0.726614948,-0.171839343,-0.560260218
-0.065676894,-0.048886793,0.14706088,0.102054594,-0.012772031,0.070861696,0.103696706,0.148125356,0.5734083,0.726614948,-0.119351016,-0.609415401
-0.068269814,-0.07896188,0.138866284,0.113309298,-0.011085992,0.085374311,-0.076177648,0.147405131,0.166030508,0.305629098,-0.056365024,0.361450995
0.029208399,-0.082101249,0.020369508,0.034511482,0.075992551,0.02578518,-0.110615791,-0.104370042,1.33927855,0.474023438,-0.308308993,-0.156944979
0.029149981,-0.082426966,0.020386023,0.034596515,0.075373512,0.025910805,-0.109435091,-0.104664068,1.33927855,0.558220608,-0.350299654,-0.435081294
-3.98E-05,-0.05839412,0.014808939,0.036342238,0.066309268,-0.055331078,0.060862428,-0.026430937,1.33927855,0.558220608,-0.268417864,-0.302600536
0.020549164,-0.098830965,0.024977386,0.046640318,0.028924689,0.04976648,0.005254529,0.090297407,1.062261651,0.474023438,-0.310408526,-0.116346276
-0.017559464,0.100365336,-0.007327787,0.036944831,-0.15564168,0.079142694,-0.055694043,0.072940457,-0.078396167,-0.536342603,-0.252671366,-0.258852518
-0.044576549,0.071644044,-0.008021417,0.054415068,0.079782515,0.028454961,-0.021124346,0.113739155,-0.290232619,-0.704736943,-0.309358759,-0.481977997
-0.044603202,0.071868749,-0.00804317,0.054312961,0.079729663,0.028219807,-0.021003967,0.11384384,-0.290232619,-0.704736943,-0.22432767,-1.37457666
-0.030544897,0.085962906,-0.007622643,0.045723306,-0.053474969,0.062966983,0.281460257,0.092404509,0.068259838,-0.620539773,-0.367095919,-0.039701772
-0.017521333,0.100147027,-0.007305943,0.037034624,-0.155765583,0.079416312,-0.055790651,0.072790812,-0.078396167,-0.536342603,-0.319856425,-1.421526861
0.105422999,0.04191089,0.008199262,-0.015588075,-0.085704478,-0.189137489,-0.000927725,-0.180225997,1.013376316,-0.115356753,-0.379693117,-1.786226479
-0.006130073,-0.046800372,0.01442479,0.046757343,0.273087246,-0.037732816,0.087315163,0.050198615,1.062261651,0.474023438,-0.249522067,-0.020963067
0.029482287,-0.096523238,0.022461697,0.048576083,0.184804509,-0.040455372,-0.046154578,0.071938684,1.062261651,0.474023438,-0.134047748,0.53209543
-0.026765268,-0.028942826,0.008712491,0.036599956,0.022453111,-0.030518636,0.017492242,0.060960755,1.062261651,0.474023438,-0.356598253,-1.231177389
-0.026913809,-0.027848667,0.008566376,0.036842024,0.022253207,-0.030608961,0.018738757,0.061682051,1.029671427,0.389826268,-0.313557825,0.482316583
-0.02631488,-0.02743963,0.008696449,0.035679574,0.027118672,-0.031438853,0.007523383,0.062650719,1.078556763,0.221431927,-0.270517397,-0.913335143
-0.02680454,-0.026016339,0.008422811,0.036519389,0.024688915,-0.031198704,0.014253838,0.063254561,-0.013215721,-0.031159583,-0.321955958,0.412375105
-0.000515803,-0.02524101,0.012110511,0.027914611,-0.089461893,-0.038173004,-0.383467027,-0.003353789,1.078556763,0.221431927,-0.311458292,-0.116471676
0.0176035,0.007611457,-0.091765499,0.105945537,-0.055099166,0.006287499,-0.02849241,-0.004383195,0.328981625,0.558220608,0.07590556,1.547404372
-0.002264651,0.019410444,-0.082363895,0.110523003,-0.040155827,-0.017624586,-0.005911859,0.018779587,0.328981625,0.558220608,-0.268417864,0.969102602
-0.023043447,0.031885964,-0.072891694,0.114269153,-0.018772275,-0.03734359,0.057044748,0.042525885,0.198620731,0.642417778,-0.261069499,0.277677777
-0.022654038,0.031687072,-0.072973871,0.11424833,-0.018742082,-0.037138426,0.056684059,0.042086525,0.068259838,0.642417778,-0.247422534,0.949628176
-0.043339078,0.042529078,0.030996791,0.130446456,0.094356093,0.161261388,0.010825075,-0.095861538,-0.713905523,0.558220608,-0.33350339,0.622556406
-0.04338344,0.042482876,0.031286552,0.130467877,0.094358103,0.161148232,0.011295085,-0.095468031,-0.713905523,0.558220608,-0.30620946,0.433657716
0.003841431,-0.050703886,0.070533701,0.115436765,-0.020127621,-0.123445258,0.006543257,-0.08184801,-0.567249518,0.558220608,-0.038518993,0.529136269
0.003850144,-0.050482593,0.070903713,0.115381788,-0.019955643,-0.123183211,0.005870001,-0.081374671,-0.567249518,0.474023438,-0.2516216,1.413776618
0.05046189,-0.118674456,0.089744123,0.125301808,-0.012394374,-0.04138684,-0.008413478,-0.046220992,-0.844266417,0.558220608,-0.319856425,0.165467257
0.050480395,-0.118445368,0.090116366,0.124863664,-0.012070029,-0.040565953,-0.009586058,-0.045569502,-0.844266417,0.558220608,-0.281015063,1.209116114
0.050507324,-0.118296588,0.090056158,0.124729585,-0.012016578,-0.04053049,-0.009993252,-0.045862437,-0.844266417,0.558220608,-0.219078837,0.885814123
0.038925283,-0.027966083,0.136974249,0.072184508,-0.099155261,-0.080713101,-0.088842145,0.068346466,-0.127281502,0.558220608,-0.292562495,-0.224678361
0.081159098,-0.064753306,0.118561012,0.095993994,-0.061633541,0.025305801,0.077806419,-0.009368133,-0.713905523,0.558220608,-0.232725802,-0.422802925
-0.027500354,-0.042510178,-0.030362017,0.138492675,-0.060210803,-0.194372931,-0.001420897,0.071972807,0.198620731,0.642417778,-0.367095919,0.855476363
-0.027683565,-0.041353121,-0.031028436,0.138143364,-0.060280785,-0.195116249,-0.002373271,0.072140934,0.198620731,0.642417778,-0.340851755,0.68241415
-0.027789483,-0.041632367,-0.030782021,0.138212049,-0.060209526,-0.194644424,-0.001842058,0.072444143,0.08455495,0.642417778,-0.267368098,0.508560705
0.099484772,-0.188863879,0.150437963,0.074960722,-0.022497476,0.052821479,-0.023117287,0.038755591,0.557113189,0.810812118,-0.276815997,0.924826425
0.077606617,-0.175626014,0.163513319,0.063906849,0.039226435,0.118510102,0.018520575,0.088090886,0.736359417,0.895009288,-0.308308993,0.646855944
0.04145296,0.10810236,0.184179367,-0.038356199,0.05241199,0.08753315,-0.003584484,-0.019937479,-0.192461949,0.558220608,-0.19388444,0.733062154
0.041506546,0.108687178,0.18435806,-0.038687379,0.052387224,0.087646087,-0.00331951,-0.019481672,-0.062101056,0.558220608,-0.369195452,0.642598162
0.041566115,0.109643644,0.184191578,-0.039253471,0.052114985,0.086840075,-0.003883098,-0.019589788,0.003079391,0.558220608,-0.346100588,0.90191973
0.064674755,0.094404761,0.18094349,-0.058733556,-0.022764589,-0.063903843,-0.062926004,0.025414309,-0.176166837,0.558220608,-0.321955958,-0.042693813
0.083184451,-0.017619294,-0.099662686,0.086016741,0.045479589,0.097277602,0.065230395,-0.163240995,-0.453183736,0.474023438,-0.043767825,1.086273083
0.08325705,-0.017605228,-0.099701437,0.085820449,0.045527916,0.097532716,0.064790486,-0.163157221,-0.453183736,0.474023438,-0.320906191,1.04069989
0.093572633,-0.023542957,-0.092206648,0.091351672,0.00574879,0.058541045,-0.171270036,-0.147561984,-0.860561528,0.558220608,-0.247422534,1.231581393
0.012544486,0.102525996,-0.037280649,0.064569817,-0.000806377,-0.130400428,-0.011686619,-0.117573063,-1.023512645,-0.873131283,-0.293612261,-0.895922215
0.017034414,0.105512935,-0.03657543,0.060340894,0.051475397,-0.155628192,0.02427004,-0.112732406,-1.414595326,-0.620539773,-0.399638682,-0.493871862
0.053967256,0.024320548,-0.021302644,0.079717223,-0.043197934,0.005983492,0.012353506,-0.086312068,-0.045805944,-0.115356753,-0.253721133,0.108949711
0.053966658,0.024678916,-0.021392762,0.079558186,-0.04319291,0.00555755,0.012065719,-0.086471597,-0.045805944,-0.115356753,-0.291512728,0.283432961
0.033243106,0.058573557,-0.02993679,0.074706629,-0.059166261,-0.050425589,-0.036126537,-0.107276176,-0.159871726,-0.367948263,-0.237974635,0.337012157
0.006734927,0.094643892,-0.037731501,0.069150243,-0.050468233,-0.075323792,0.026346487,-0.116389258,-0.159871726,-0.367948263,-0.237974635,-0.641296443
0.053925838,0.023838824,-0.021163287,0.079976423,-0.043545551,0.006604087,0.01403141,-0.085990791,-0.045805944,-0.115356753,-0.329304324,0.538257116
0.013943634,-0.001163316,0.013731175,-0.068140335,0.105857476,0.017795847,-0.050605239,0.043265605,-1.26793932,-1.125722793,-0.302010394,0.503544251
0.013806007,-0.001291678,0.01375163,-0.067954425,0.106578066,0.017835972,-0.050718393,0.043782096,-1.26793932,-1.125722793,-0.323005724,1.246601762
0.013352065,-0.001923361,0.013825638,-0.067271221,0.108978416,0.017877539,-0.050933114,0.045381327,-1.544956219,-1.715102983,-0.261069499,0.117688964
0.013512342,-0.001841536,0.013819502,-0.067417429,0.108446014,0.017837985,-0.050820913,0.044987847,-1.544956219,-1.715102983,-0.27576623,0.633888344
0.017321804,0.017706589,0.011961016,-0.062327304,0.131242277,-0.054808047,0.013521081,0.020172766,-1.398300214,-1.967694493,-0.225377436,0.234740475
0.020505778,0.037160788,0.010030911,-0.057427471,0.131519443,-0.116174398,-0.017582406,-0.007258781,-1.756792671,-2.051891663,-0.339801989,1.737795081
0.014092753,-0.001920339,0.013820676,-0.067785333,0.106783716,0.017558628,-0.050182196,0.043555556,-0.958332198,-1.378314303,-0.307259226,-0.300834787
0.014184245,-0.001994704,0.013823468,-0.067820487,0.106541414,0.017489156,-0.0500374,0.043309037,-1.561251331,-1.209919963,-0.119351016,0.437009127
0.026665854,-0.167740961,0.102327481,-0.095827189,0.133725559,-0.097524568,-0.013117352,-0.077436605,2.202919469,0.895009288,-0.056365024,-0.007467223
0.005880591,-0.164416796,0.104013866,-0.084758167,-0.112732797,0.026747939,0.012587329,-0.040485772,1.958492794,0.895009288,-0.329304324,0.058654507
0.033951878,-0.157026826,0.104357822,-0.085677858,-0.14699433,-0.061494733,0.010323738,-0.082806032,1.958492794,0.895009288,-0.38179265,0.233718269
0.06084897,0.024624048,0.005177866,-0.128728083,0.071960698,-0.099665068,0.147328216,-0.136498473,1.306688326,-0.031159583,-0.339801989,-1.076791641
0.048240736,0.077351787,0.004816576,-0.119861426,-0.257546616,0.03402343,-0.126120701,-0.082015542,1.013376316,-0.199553923,-0.297811327,-0.579161611
0.051685317,0.076541029,0.006132775,-0.112648825,-0.337782449,0.074042905,0.114264215,-0.09029199,1.013376316,-0.199553923,-0.36079732,-0.844835374
-0.017013733,0.021757309,0.004977723,0.049570671,0.22333612,-0.033143062,-0.195566906,-0.032744681,1.502229666,0.726614948,-0.329304324,0.089388564
-0.033610897,0.069843988,-0.003658067,0.048240857,0.199721092,0.059175587,0.026476277,-0.054981729,1.502229666,0.726614948,-0.350299654,0.618130285
-0.071278606,0.13739455,-0.128974098,-0.011588863,-0.06484304,-0.135024558,0.013225199,0.149450581,0.231210955,0.726614948,-0.276815997,0.112948636
-0.071198785,0.137430676,-0.129085196,-0.011547293,-0.0649204,-0.13512153,0.013315358,0.149583966,0.231210955,0.726614948,-0.234825335,-1.12025493
-0.490145839,-0.070277292,-0.003639306,-0.079472776,-0.018694822,0.019083438,0.010929771,-0.175204453,1.355573661,0.642417778,0.027616299,-3.42756923
-0.508871074,-0.10656663,-0.007793189,-0.088716866,-0.022822988,-0.004526384,-0.007396112,-0.178066766,1.355573661,0.642417778,0.143090618,-2.914843463
-0.490140636,-0.070276516,-0.00363929,-0.079472528,-0.018694475,0.01908352,0.010930527,-0.175202849,1.355573661,0.642417778,0.132592953,-1.89762776
