PCNM7,PCNM4,PCNM5,PCNM21,PCNM3,PCNM18,PCNM8,TEMP,PREC,PRECCV,PRECDRIEST,CLAY,OrganicMatter,ELEV,cwm_afe,cwm_cfms,cwm_dm,cwm_n,cwm_p
0.056103129,-0.062327304,0.119723076,-0.181356388,0.011961016,-0.073676012,0.017706589,-2.046197237,-1.205581034,0.334193277,-0.346033152,-1.803853273,2.712163754,1.970314256,0.644441592,0.452945224,0.514621524,-0.138068179,1.13000112
0.044044036,-0.057427471,0.118391599,-0.310129403,0.010030911,-0.103106831,0.037160788,-1.77671879,-0.84163004,0.519531907,-0.43765138,-2.046139484,3.946758846,1.985750066,-0.166617871,0.508794747,1.131959464,-0.120047779,0.258951127
0.069527509,-0.067785333,0.120939337,0.064090077,0.013820676,-0.018314396,-0.001920339,-1.237761896,-0.349622215,-0.407161242,0.050979172,-1.440423957,1.590900633,1.183087963,1.616102102,-0.127150594,0.834149564,0.710528075,-0.287677177
0.069705085,-0.067820487,0.120936729,0.064500549,0.013823468,-0.018271893,-0.001994704,-1.237761896,-0.349622215,-0.407161242,0.234215629,-1.198137745,0.247796207,1.426201965,0.847748328,-1.183588215,-0.23615518,-0.239967757,0.602268211
0.068432844,-0.095827189,-0.207031746,0.178387266,0.102327481,-0.120897728,-0.167740961,0.828239532,0.098576695,-0.407161242,0.509070314,0.439232469,-0.793893402,-0.78497777,0.557208699,-1.134820502,-1.201590077,0.876417805,1.107456295
0.072331777,-0.084758167,-0.212386364,-0.144400714,0.104013866,-0.03623849,-0.164416796,0.828239532,0.223263609,-0.407161242,0.509070314,0.439232469,-0.511769133,-0.78497777,0.609029136,-0.677836354,-0.073898117,0.010958938,0.242542029
0.080264642,-0.085677858,-0.206731473,-0.063017902,0.104357822,0.195065076,-0.157026826,0.828239532,0.223263609,-0.407161242,0.509070314,0.633061437,-0.707085935,-0.78497777,2.672958056,-0.806352642,-0.615217134,1.70453762,-0.867926312
0.225740361,-0.128728083,0.145198256,0.297963626,0.005177866,0.041706155,0.024624048,-0.070021959,0.243483109,-0.777838501,0.631227952,-0.762022566,-0.099433663,0.168183477,-0.113239459,-0.084275832,-1.054986496,1.021022824,0.850187063
0.202697698,-0.119861426,0.157278853,0.067684314,0.004816576,0.055623269,0.077351787,-0.159848108,0.233373359,-0.777838501,0.631227952,0.30355219,-0.92892724,0.256939383,0.544620069,-0.419527185,-0.361840886,1.155840206,0.551197289
0.188234437,-0.112648825,0.155700168,-0.157990133,0.006132775,-0.119314825,0.076541029,-0.159848108,0.233373359,-0.777838501,0.631227952,0.788609185,-1.331617437,0.233785668,0.242982849,0.206519919,-0.370500997,0.905297867,0.227380013
0.1964552,0.049570671,-0.028087241,-0.155120894,0.004977723,0.013874775,0.021757309,0.738413382,-0.093508552,-0.777838501,0.600688543,0.032191634,-0.994032841,-0.669209197,1.007899439,-1.675535781,-1.889085838,1.055878658,1.163004764
0.209779302,0.048240857,-0.028317105,0.044446201,-0.003658067,-0.081807635,0.069843988,0.738413382,-0.093508552,-0.777838501,0.600688543,0.32341966,-1.022968664,-0.669209197,0.185572032,-0.764586143,-1.844510695,0.251511707,0.883973933
0.148262309,-0.011588863,-0.085330606,-0.031793619,-0.128974098,0.144906225,0.13739455,0.738413382,-1.465064613,0.334193277,-0.926281932,1.582338812,-0.991621523,-0.669209197,-0.577017983,0.206497071,-1.421353657,-0.181976982,-0.012462443
0.148298629,-0.011547293,-0.0854177,-0.031749738,-0.129085196,0.144803948,0.137430676,0.738413382,-1.465064613,0.334193277,-0.926281932,1.388994416,-0.998855478,-0.707798721,-0.395397157,0.777017786,-0.492213987,0.81651449,-0.228088378
-0.008134765,-0.079472776,0.014507304,0.001129888,-0.003639306,-0.015590316,-0.070277292,0.738413382,-2.735523176,1.631563685,-1.934082446,1.195165447,-0.719142528,-0.707798721,0.173457824,0.551075238,0.658814418,1.849005415,0.457337209
-0.036173369,-0.088716866,0.005842515,-0.011770189,-0.007793189,-0.008508274,-0.10656663,0.738413382,-2.735523176,1.631563685,-1.934082446,1.4859089,-0.73119912,-0.707798721,0.875996995,-0.310836593,0.063987774,1.79206169,0.944047144
-0.008134532,-0.079472528,0.014507285,0.001130243,-0.00363929,-0.015590117,-0.070276516,0.738413382,-2.735523176,1.631563685,-1.934082446,0.710593025,-0.839708455,-0.707798721,0.189785672,0.33738015,-0.22759568,1.379222631,0.79366916
