PCNM7,PCNM4,PCNM5,PCNM21,PCNM3,PCNM18,PCNM8,TEMP,PREC,PRECCV,PRECDRIEST,CLAY,OrganicMatter,ELEV,cwm_afe,cwm_cfms,cwm_dm,cwm_n,cwm_p
0.052390172,-0.069776994,0.075134928,0.052207929,-0.062528253,-0.034292501,-0.015092541,0.01980419,0.674832435,-0.777838501,0.722846181,-0.059877126,-0.654036927,0.067850715,0.138847779,-0.297988335,-0.809070118,0.027778366,0.320252094
0.04800896,-0.043984908,0.051609051,0.147010973,-0.05873244,-0.053395354,0.044920629,0.289282637,0.428828523,-0.777838501,0.692306771,-1.028537398,0.799988152,-0.155968526,-1.412167977,1.688244459,2.414725491,-1.643185443,-2.257900821
0.097923318,-0.031186779,0.032777342,-0.216749424,-0.048977181,0.149298822,-0.018038852,0.289282637,0.428828523,-0.777838501,0.692306771,0.30355219,-0.598576601,-0.206134907,0.69625875,-0.503539158,0.994879715,0.807173472,0.828636648
0.024069264,0.026045777,-0.035767174,-0.138878518,0.020630128,-0.069477008,-0.066613449,0.289282637,0.681572269,-0.963177131,1.028240276,0.424695296,-0.506946496,-0.159827478,0.246489593,0.379518182,0.914778133,1.195597873,-0.092238264
-0.044638297,0.035950719,-0.04304004,0.064995437,0.014726998,-0.086640149,-0.056903299,0.289282637,0.681572269,-0.963177131,1.028240276,0.424695296,-0.878289551,-0.101943192,1.48845266,-0.537869715,0.29055695,2.145758426,1.56170702
0.054391416,0.048752182,-0.00560127,0.014586102,0.17669992,0.017586913,0.063776261,0.738413382,-0.598996044,-0.036483982,-0.223875514,1.253314138,-0.678150112,-0.796554627,-0.489347419,0.795080343,-0.446948821,-0.005980162,-0.235663046
0.05567452,0.057443621,-0.003358609,0.023990079,0.172238208,0.012152402,0.066614302,0.738413382,-0.602365961,-0.036483982,-0.223875514,1.059485169,-0.810772632,-0.796554627,-0.542070563,0.891308581,-0.088599623,0.682187513,-0.159152861
0.087141938,0.102054594,0.028245354,0.053833604,0.14706088,-0.051170181,-0.048886793,0.738413382,-0.602365961,-0.036483982,-0.223875514,1.059485169,-0.473188037,-0.703939769,0.6696407,0.051459327,1.396252447,0.232645126,0.054821869
0.091233244,0.113309298,0.038494524,-0.076263898,0.138866284,0.029065097,-0.07896188,0.738413382,-0.602365961,-0.221822612,0.264755038,1.059485169,-0.106667619,-0.437672052,-0.88876869,0.935011096,-0.24627327,-0.422099915,-0.927098973
-0.007551924,0.034511482,-0.050237595,-0.0136288,0.020369508,0.003786207,-0.082101249,0.468934935,0.597324353,-0.963177131,1.058779685,-0.059877126,-0.18624113,-0.360493004,0.284002614,0.332607935,-0.403946917,0.314430278,-0.43151775
-0.007544213,0.034596515,-0.050593758,-0.013341519,0.020386023,0.003981613,-0.082426966,0.468934935,0.556885354,-0.963177131,1.058779685,0.30355219,0.320135763,-0.360493004,-0.252160118,0.696124617,0.580318886,-0.488573942,-1.307352636
-0.044573277,0.036342238,-0.044650947,0.066217442,0.014808939,-0.08569114,-0.05839412,0.468934935,0.556885354,-0.963177131,1.058779685,0.667466079,-1.208640191,-0.437672052,-0.375231962,-0.048330219,-0.120452881,0.084829072,-0.621184634
-0.006162937,0.046640318,-0.056096469,0.05568014,0.024977386,0.064420003,-0.098830965,0.468934935,0.546775604,-0.963177131,1.028240276,0.788124612,-0.777014172,-0.360493004,0.260074418,-0.887134488,-1.156480234,0.722332864,0.729531442
-0.047980148,0.036944831,0.052268864,0.008355204,-0.007327787,-0.043140844,0.100365336,-0.519152704,0.637763353,-0.963177131,0.845003819,-1.51310982,0.86991639,0.924538151,2.354115762,-1.290846152,0.436979207,0.579271376,0.802608216
-0.114456524,0.054415068,0.024720691,0.080524319,-0.008021417,-0.00390467,0.071644044,-0.698805002,0.651243019,-0.777838501,0.845003819,-1.852310515,0.088649183,1.0017172,-0.343795492,0.798274735,0.405125934,-0.66808291,-0.87495448
-0.1144745,0.054312961,0.024846626,0.080299835,-0.00804317,-0.004005673,0.071868749,-0.698805002,0.651243019,-0.777838501,0.845003819,-1.610024304,1.730757108,1.171511106,1.379895283,-1.172095594,0.74387313,0.505319138,0.527732269
-0.082251658,0.045723306,0.038654755,-0.044746663,-0.007622643,-0.076930677,0.085962906,-0.698805002,0.651243019,-0.777838501,0.783925,-1.416195335,0.380418726,1.059601486,0.793389301,-0.655877486,0.428669662,-1.099310741,-0.270078412
-0.047917096,0.037034624,0.052147142,0.008547064,-0.007305943,-0.043053706,0.100147027,-0.519152704,0.637763353,-0.963177131,0.845003819,-1.537338441,0.93502199,0.74702634,2.166508553,-2.146798435,-0.518618661,1.80778234,1.759645821
0.047258773,-0.015588075,0.064966994,0.104061396,0.008199262,0.378775166,0.04191089,-0.159848108,0.506336605,-0.777838501,0.783925,-0.205248853,-0.191063767,0.349554241,0.756871107,0.482318592,0.728002188,1.506053999,0.751005492
0.041787027,0.046757343,-0.04837587,-0.116238288,0.01442479,0.027712112,-0.046800372,0.289282637,0.691682018,-0.963177131,1.028240276,0.037037358,-0.029505425,-0.202275955,-0.524109932,0.880870175,0.777172041,-0.078574997,-0.322640057
0.042305997,0.048576083,-0.055528704,-0.236796471,0.022461697,0.163536549,-0.096523238,0.468934935,0.587214603,-0.963177131,1.028240276,0.400466675,0.30807917,-0.237006526,-0.229889566,0.421080637,0.400441636,-0.000807482,0.218546127
-0.076213646,0.036599956,-0.035663179,0.062199424,0.008712491,0.02314869,-0.028942826,0.468934935,0.587214603,-0.963177131,1.028240276,0.400466675,-0.174184538,-0.283313955,0.521528624,-0.841646592,0.402063123,0.344340861,-0.511948621
-0.076782025,0.036842024,-0.035301518,0.062170467,0.008566376,0.022889576,-0.027848667,0.289282637,0.654612936,-0.963177131,1.028240276,-1.149680503,1.096580333,-0.260160241,-0.941328248,0.692832281,1.33355484,-0.740326528,-0.673124634
-0.075800987,0.035679574,-0.033298633,0.060156004,0.008696449,0.021945568,-0.02743963,-0.070021959,1.092702095,-0.963177131,1.058779685,-0.205248853,-0.154893989,0.15660662,-0.04967993,0.772814709,0.829549134,0.467909017,0.194148467
-0.077043748,0.036519389,-0.033636017,0.060981704,0.008422811,0.021978429,-0.026016339,-0.070021959,1.092702095,-0.963177131,1.119858504,-1.052766019,0.763818374,0.349554241,-0.086764416,0.105063222,1.434896395,-0.826050152,-0.927098973
-0.029056571,0.027914611,-0.02489136,-0.101504255,0.012110511,-0.141026133,-0.02524101,0.109630339,0.863547766,-0.963177131,1.058779685,-0.205248853,0.356305541,0.083286524,0.197817915,0.671793178,0.901747252,0.065799139,-0.276477961
-0.001650384,0.105945537,0.019252621,-0.006769878,-0.091765499,-0.016375959,0.007611457,0.648587233,-0.794451208,0.704870536,-1.170597208,1.127325308,-0.470776718,-0.78497777,-1.466431526,1.040208096,-0.792556713,-1.670203008,-1.21910811
0.007187906,0.110523003,0.019626065,0.012385997,-0.082363895,-0.010019627,0.019410444,0.648587233,-0.794451208,0.704870536,-1.170597208,0.642752886,-0.475599355,-0.746388245,-0.698167617,0.661425153,0.090574977,-0.379890865,0.182976977
0.017350916,0.114269153,0.019334612,0.023515229,-0.072891694,0.001510435,0.031885964,0.648587233,-0.794451208,0.519531907,-1.017900161,0.52160978,0.023543583,-0.78497777,-0.762619396,0.997864742,0.334252432,0.009907351,0.121005258
0.016954968,0.11424833,0.019328833,0.023656531,-0.072973871,0.00113496,0.031687072,0.648587233,-0.794451208,0.519531907,-1.07897898,1.00569763,-0.171773219,-0.78497777,-0.922956121,1.194808115,-0.526581983,-1.000530085,-0.998363112
-0.063858371,0.130446456,0.115969589,-0.028411006,0.030996791,0.124419459,0.042529078,0.558761084,-0.197975967,0.704870536,-0.987360751,0.982438154,-0.053618611,-0.746388245,-0.800797806,0.454178209,0.000987677,-0.784537436,-0.714447229
-0.064079855,0.130467877,0.116070785,-0.028667447,0.031286552,0.125292707,0.042482876,0.558761084,-0.238414967,0.704870536,-0.987360751,0.496896587,0.02836622,-0.746388245,-0.42738835,0.378127148,-0.39776363,-0.237663963,0.017023007
-0.151933586,0.115436765,0.136273313,0.007720094,0.070533701,0.014976722,-0.050703886,0.558761084,0.327731024,0.890209166,-1.07897898,0.618524265,-0.007803558,-0.823567294,-1.165938819,0.535862542,1.502838356,-1.393508332,-1.514326145
-0.152248526,0.115381788,0.136341164,0.007314245,0.070903713,0.016443398,-0.050482593,0.558761084,0.327731024,0.704870536,-0.987360751,0.73966737,0.469637512,-0.823567294,-1.176602295,0.942957492,0.04900647,-1.047432316,-0.318885654
-0.08247487,0.125301808,0.116239463,-0.002101439,0.089744123,0.067082712,-0.118674456,0.558761084,-0.009260637,0.519531907,-0.743045475,1.224239792,-0.533471,-0.746388245,-0.532871713,0.682577482,-0.181644677,-0.494856546,-0.657045407
-0.082554882,0.124863664,0.116048398,-0.002648607,0.090116366,0.06917169,-0.118445368,0.558761084,-0.009260637,0.519531907,-0.743045475,0.73966737,-0.330920243,-0.746388245,-1.248730964,1.364905396,0.683679466,-1.212616578,-0.603377471
-0.082851536,0.124729585,0.116063533,-0.002666973,0.090056158,0.069258489,-0.118296588,0.558761084,0.068247445,0.519531907,-0.743045475,0.860810476,-0.490067266,-0.746388245,-1.17750885,0.956152101,-0.406195386,-0.894028949,-0.757782747
-0.050380163,0.072184508,0.071103654,0.075048186,0.136974249,-0.140588415,-0.027966083,0.558761084,-0.140687385,0.519531907,-0.559809018,0.860810476,-0.521414407,-0.823567294,-1.098505651,0.647278651,0.96514073,-0.471441271,-1.195995422
-0.072464067,0.095993994,0.085298038,-0.048850255,0.118561012,-0.178326561,-0.064753306,0.558761084,-0.140687385,0.519531907,-0.590348428,0.497381159,-0.002980921,-0.823567294,-0.354377137,1.175538028,0.732617296,-0.070638632,-0.238791722
0.125731903,0.138492675,0.033120001,-0.004445117,-0.030362017,-0.064927098,-0.042510178,0.648587233,-0.868589373,0.519531907,-0.926281932,0.73966737,-0.502123859,-0.78497777,-0.849553267,0.744532516,-1.003243294,-0.072274889,-0.133012894
0.126078858,0.138143364,0.032590465,-0.004881761,-0.031028436,-0.064616828,-0.041353121,0.648587233,-0.828150374,0.519531907,-0.926281932,0.860810476,-0.78183681,-0.750247198,-0.624438408,0.569379282,-0.676292308,-1.107834411,-0.595460026
0.126337755,0.138212049,0.032660457,-0.004857416,-0.030782021,-0.064229459,-0.041632367,0.648587233,-0.828150374,0.519531907,-0.865203113,0.860810476,-0.07049784,-0.746388245,-0.639004492,0.782325709,-0.424896556,-0.261715074,-0.279103415
0.2112876,0.074960722,-0.108995237,-0.109488674,0.150437963,0.141532524,-0.188863879,0.738413382,-0.44397988,-0.221822612,0.050979172,0.788124612,-0.622689786,-0.862156818,-1.114727491,1.001271632,-1.711082797,-0.38498493,-0.941078137
0.204116035,0.063906849,-0.123390188,0.100912857,0.163513319,-0.073948616,-0.175626014,0.738413382,-0.44397988,-0.221822612,-0.010099647,0.981469009,-0.78183681,-0.823567294,-0.563574294,0.417699773,-1.028577135,-0.438893495,-0.082358252
-0.13808751,-0.038356199,0.019753967,-0.037878086,0.184179367,0.147175803,0.10810236,0.558761084,-0.096878469,0.334193277,-0.284954333,-0.592422218,0.850625842,-0.823567294,-0.811952998,0.637156539,0.019636456,-0.694775736,-0.612955029
-0.137602566,-0.038687379,0.019302651,-0.037632228,0.18435806,0.146110563,0.108687178,0.558761084,-0.096878469,0.334193277,-0.254414923,0.981953581,-0.78183681,-0.839003104,-0.840803514,0.91982078,0.432103708,-0.629446173,-0.628279123
-0.137602966,-0.039253471,0.018879023,-0.037278763,0.184191578,0.144626605,0.109643644,0.558761084,-0.03621997,0.334193277,-0.193336104,0.73966737,-0.458720125,-0.823567294,-1.352136026,1.532070785,1.372765897,-1.208564651,-1.865699775
-0.115895352,-0.058733556,-0.001627653,0.007830289,0.18094349,-0.008350806,0.094404761,0.558761084,-0.03621997,0.334193277,-0.162796695,0.860810476,-0.796304721,-0.842862056,-0.188915039,0.622065343,-0.666301962,0.574031521,0.085452196
-0.076694349,0.086016741,0.022571941,0.003734192,-0.099662686,-0.096383024,-0.017619294,0.558761084,-0.110358135,0.890209166,-1.353833665,0.497865732,0.544388387,-0.746388245,-0.637345595,0.840523182,0.582973322,-0.794608249,-0.572516446
-0.076768389,0.085820449,0.02241027,0.003893096,-0.099701437,-0.096452264,-0.017605228,0.558761084,-0.110358135,0.890209166,-1.353833665,1.345382898,-0.907225374,-0.750247198,-1.338585529,0.447129493,0.790134936,-1.425478592,-0.947503338
-0.085629741,0.091351672,0.029159398,0.062813027,-0.092206648,-0.182015173,-0.023542957,0.558761084,-0.069919136,0.890209166,-1.414912484,1.103096687,-0.398437162,-0.746388245,-1.320544631,0.559443393,-0.496753282,-1.423544354,-1.076638758
-0.068379205,0.064569817,-0.013069636,-0.161107278,-0.037280649,-0.04822761,0.102525996,-0.698805002,1.567860338,-0.777838501,1.272555552,-1.440423957,1.619836456,0.87437177,1.802709199,-2.072931452,0.371281844,1.585541936,2.283697932
-0.059045909,0.060340894,-0.00301414,-0.303697286,-0.03657543,-0.092373359,0.105512935,-0.698805002,1.567860338,-0.963177131,1.272555552,-0.108334368,-0.940983833,0.920679199,2.657179421,-1.048664516,1.063060566,-0.008528276,1.296413963
-0.004258402,0.079717223,-0.044668071,0.078016827,-0.021302644,0.056996225,0.024320548,-0.159848108,1.180319927,-0.963177131,1.089319095,0.134436415,-0.35262211,0.334118431,-0.062469151,0.794782939,1.251459705,-0.640449469,-0.45343299
-0.004305698,0.079558186,-0.044478751,0.07789565,-0.021392762,0.056469579,0.024678916,-0.159848108,1.129771178,-0.963177131,1.089319095,0.133951843,-0.461131444,0.357272146,0.348960234,-0.882883884,-0.667930832,0.578532425,1.403759681
-0.038919146,0.074706629,-0.033523251,-0.001595122,-0.02993679,0.100881028,0.058573557,-0.159848108,1.129771178,-0.963177131,1.180937323,-0.714049896,0.636018492,0.480758623,-0.918809295,1.16384581,1.921739381,-0.794333194,-0.856703913
-0.074518454,0.069150243,-0.023967021,0.084469734,-0.037731501,0.01449282,0.094643892,-0.339500406,1.365665341,-0.963177131,1.180937323,-0.350620579,0.013898308,0.565655576,0.597001081,-0.190116505,1.586991806,-0.455417057,-1.415818705
-0.004449202,0.079976423,-0.044933676,0.078142478,-0.021163287,0.057989732,0.023838824,0.109630339,0.823108766,-0.963177131,1.089319095,-0.350136007,-0.053618611,0.334118431,-0.550079574,0.917256603,1.34901305,-0.953797284,-0.700730545
0.070099259,-0.068140335,0.121196099,0.064815969,0.013731175,-0.019064005,-0.001163316,-1.147935747,-0.774231708,-0.407161242,-0.010099647,-1.319280851,1.523383714,1.264125964,-0.026812877,-0.8652998,-0.341833061,-0.508616643,0.884400574
0.069565598,-0.067954425,0.121081517,0.063814735,0.01375163,-0.01887787,-0.001291678,-1.597066492,-0.989906371,-0.407161242,-0.010099647,-1.198137745,0.353894222,1.43391987,-0.719306707,0.663916895,0.113379015,-1.000007592,0.177890155
0.06769155,-0.067271221,0.120554762,0.0604651,0.013825638,-0.018060993,-0.001923361,-1.956371088,-1.134812785,-0.036483982,-0.162796695,-1.682710168,2.097277526,1.80052035,1.371756904,-1.74136564,-0.157153387,-0.21468646,1.329623827
0.068153058,-0.067417429,0.120688171,0.061316267,0.013819502,-0.018197262,-0.001841536,-1.686892641,-0.919138122,-0.036483982,-0.162796695,-1.319280851,0.493750698,1.723341302,0.579715722,-0.534095856,-0.403946917,-1.395390957,0.788663292
