"","PCNM8","PCNM7","PCNM5","PCNM6","PCNM40","PCNM4","PCNM35","CLAY","TEMP","PRECDRIEST","ELEV","uniqueness"
"1",0.155634444492296,0.12341746538846,-0.0605114069231723,-0.0785942996411947,0.0018877588284,0.0335981705456401,0.0376333952425967,-0.122871540997668,0.289282637390648,-0.254414923279845,-0.464684719035487,1.08918601136317
"2",0.14242416195771,0.0880071255589574,-0.0584246494691944,-0.101634870659071,-0.00160683315775733,0.0298840046574949,-0.033469131443643,0.265270969050146,-0.0700219586837986,0.203676219298703,-0.0980842393936147,0.711156619475498
"3",0.142533033470172,0.0880674253683875,-0.0588475047774486,-0.100911722038023,0.00242039469691612,0.0293458374066663,-0.03402831845231,-0.607443963029895,0.0198041903348146,0.020439762267284,-0.256301288502212,1.29557276115465
"4",0.142522953309712,0.0879940555973848,-0.0589108864396483,-0.100853677534396,0.00233933127607561,0.0293289817006766,-0.0341163356083747,-0.0259570565912225,0.109630339353425,0.020439762267284,-0.128955858731878,1.50267787479704
"5",0.00605916226624191,-0.0755305532163138,-0.12481000335092,0.0937846388991446,-0.0016264672898952,-0.0600094907413436,0.00605911675628216,0.865656199948075,0.648587233465098,-1.87300362705738,-0.823567293842793,1.07976094237473
"6",0.0061720109766556,-0.075454060200756,-0.124825951199813,0.0937184528427825,-0.00150893690449523,-0.0599868498697435,0.00606796975749889,0.865656199948075,0.648587233465098,-1.84246421755215,-0.808131484173661,0.724034011624365
"7",0.00453018478528984,-0.0763316170764288,-0.125011349068464,0.0955424982497479,0.00301281054331109,-0.060742254133385,0.00646207081088087,0.76874171554163,0.648587233465098,-1.81192480804691,-0.823567293842793,1.22559977544751
"8",-0.0153303482055604,-0.00991277449253582,-0.116486281357633,0.0662451971349106,0.00112012983123911,-0.0290993097153578,-0.0089061179043485,0.865656199948075,0.738413382483708,-1.68976717002596,-0.746388245497135,0.751913540220877
"9",-0.0146952235782752,-0.00921777369215955,-0.116414777004401,0.0655395874053877,0.000765761157783058,-0.0287802608023182,-0.00901364926928632,1.05948516876097,0.648587233465098,-1.62868835101549,-0.746388245497135,0.733016734756128
"10",-0.0148578940216765,-0.00937787404675265,-0.116325452184886,0.0654493134497344,-0.000866916841302272,-0.0287066771102656,-0.00913966029826593,1.25331413757386,0.648587233465098,-1.68976717002596,-0.746388245497135,0.797831211130256
"11",-0.0140582290358851,-0.00849929845198961,-0.116208861400255,0.0645231010837005,-0.00150280671153434,-0.0282902049580037,-0.00929600561287316,0.671827231135185,0.648587233465098,-1.62868835101549,-0.746388245497135,1.09718703517115
"12",-0.170952196045627,-0.161027459442815,-0.100732081148471,0.233606834197011,-0.000219748756672747,-0.120401849540499,0.0129513547745515,0.284169293509403,0.109630339353425,-1.23167602744742,-0.206134907077535,1.6189274310525
"13",-0.170966569688269,-0.16116776717261,-0.100998972703586,0.233871119294415,-0.00096909163948902,-0.120475406562542,0.0127203972180822,-0.00608958728790102,0.199456488372038,-1.23167602744742,-0.345057194099718,1.0736510460498
"14",-0.170861876163437,-0.160713170858329,-0.10022605487124,0.233056505055343,0.0011110095914838,-0.120248934946085,0.013314744322125,0.574912746728739,0.109630339353425,-1.23167602744742,-0.514851100460164,0.938590714778364
"15",-0.191169544789846,-0.167047732717265,-0.100192382993917,0.243026666850375,1.95358016342509e-06,-0.126850127648592,-0.00686800462430886,0.788124612422919,0.648587233465098,-2.08677949359404,-0.719375578576155,0.840688942935432
"16",0.204028705535924,-0.0618744425950655,-0.113474585029027,-0.0829516303889373,-0.000164202254884528,-0.164788275776384,-0.0216747833171419,0.100031773137157,0.648587233465098,0.356373266824886,-0.823567293842793,-2.10378003587351
"17",0.15614034595729,-0.0213702730302839,-0.115665878840035,-0.0529229167578428,-1.31250180145426e-05,-0.147443598236979,0.0675299383517056,0.196946257543602,0.648587233465098,0.356373266824886,-0.823567293842793,-2.12868719238441
