"","PCNM8","PCNM35","PCNM9","PCNM6","PCNM10","PCNM15","PCNM13","PCNM7","PCNM3","TEMP","TEMPSD","Mg","CLAY","ELEV","fdis"
"1",0.155634444492296,0.0376333952425967,-0.0211228705856662,-0.0785942996411947,-0.0331340075709584,0.157713224161801,0.126310995936077,0.12341746538846,-0.142599926566264,0.289282637390648,0.166030508060289,1.43430345938757,-0.122871540997668,-0.464684719035487,0.866664923175465
"2",0.14242416195771,-0.033469131443643,-0.00798758698528722,-0.101634870659071,-0.0237334635197287,0.130512701790374,0.0470251190403089,0.0880071255589574,-0.142646304296454,-0.0700219586837986,-0.0783961672525779,0.00662096847626184,0.265270969050146,-0.0980842393936147,0.776809319916385
"3",0.142533033470172,-0.03402831845231,-0.0072001723068002,-0.100911722038023,-0.0236618631666805,0.130111326389559,0.0466992627661833,0.0880674253683875,-0.142666634880075,0.0198041903348146,0.00307939118504451,3.48134820738539,-0.607443963029895,-0.256301288502212,0.990087005005585
"4",0.142522953309712,-0.0341163356083747,-0.00721305918786172,-0.100853677534396,-0.0235409741960146,0.130280168245334,0.0467255614113375,0.0879940555973848,-0.142723532659167,0.109630339353425,0.00307939118504451,2.54705598906844,-0.0259570565912225,-0.128955858731878,0.524112244558655
"5",0.00605916226624191,0.00605911675628216,0.00175434213470151,0.0937846388991446,0.0631575728164553,0.169966695328502,0.0403781645333122,-0.0755305532163138,-0.157560345264787,0.648587233465098,-0.257642395815347,-0.171839342887651,0.865656199948075,-0.823567293842793,1.15026517707076
"6",0.0061720109766556,0.00606796975749889,0.00178788435152121,0.0937184528427825,0.0631239799122394,0.170018938659948,0.0403852578574774,-0.075454060200756,-0.157593709539721,0.648587233465098,-0.1598717256902,-0.00387669689808594,0.865656199948075,-0.808131484173661,1.16088227163933
"7",0.00453018478528984,0.00646207081088087,0.00256635195149762,0.0955424982497479,0.0629747327506698,0.167783239390182,0.0400673130025462,-0.0763316170764288,-0.157209161535488,0.648587233465098,-0.502069071128214,-0.329304323502869,0.76874171554163,-0.823567293842793,1.24523101489528
"8",-0.0153303482055604,-0.0089061179043485,0.0536063802054321,0.0662451971349106,0.0400235451227753,-0.103486665867171,-0.0315844453949308,-0.00991277449253582,-0.162945734147368,0.738413382483708,-0.143576614002676,-0.22432766975939,0.865656199948075,-0.746388245497135,0.653361765470224
"9",-0.0146952235782752,-0.00901364926928632,0.0537355356387032,0.0655395874053877,0.039782897987017,-0.103854003270392,-0.031749062918617,-0.00921777369215955,-0.163075527016696,0.648587233465098,0.214915843122863,-0.255820665882434,1.05948516876097,-0.746388245497135,0.990947147920886
"10",-0.0148578940216765,-0.00913966029826593,0.0534268680778529,0.0654493134497344,0.0399971090453049,-0.103642160549421,-0.0317253835973999,-0.00937787404675265,-0.163041394915282,0.648587233465098,-0.143576614002676,-0.203332339010695,1.25331413757386,-0.746388245497135,0.784574181561485
"11",-0.0140582290358851,-0.00929600561287316,0.0535465875979751,0.0645231010837005,0.0397004025825148,-0.10407817702576,-0.0319303632694399,-0.00849929845198961,-0.16318718935667,0.648587233465098,0.214915843122863,-0.308308992754173,0.671827231135185,-0.746388245497135,1.11848999309323
"12",-0.170952196045627,0.0129513547745515,0.0296555484153833,0.233606834197011,0.065618444698787,-0.0481458180505032,-0.00129024550526545,-0.161027459442815,-0.0802237010155381,0.109630339353425,-0.355413065940494,0.174583614465827,0.284169293509403,-0.206134907077535,1.62343599236075
"13",-0.170966569688269,0.0127203972180822,0.0298581894499846,0.233871119294415,0.065955717709429,-0.0480886518115049,-0.00132534401476691,-0.16116776717261,-0.0804390603343348,0.199456488372038,-0.502069071128214,0.930415521418871,-0.00608958728790102,-0.345057194099718,1.66845303447832
"14",-0.170861876163437,0.013314744322125,0.0292793147574097,0.233056505055343,0.0649800384383978,-0.0482504140078117,-0.00123340591703365,-0.160713170858329,-0.0798213424643938,0.109630339353425,-0.355413065940494,-0.108853350641564,0.574912746728739,-0.514851100460164,1.25148790122866
"15",-0.191169544789846,-0.00686800462430886,-0.012189373593924,0.243026666850375,-0.07020887880448,-0.050496321865678,-0.0104006375876386,-0.167047732717265,-0.0806009278182469,0.648587233465098,-0.0295108321900044,0.0906022914710445,0.788124612422919,-0.719375578576155,0.84955352958086
"16",0.204028705535924,-0.0216747833171419,-0.0690691841218444,-0.0829516303889373,-0.00592177688071493,-0.0849028158878367,0.0248531907542039,-0.0618744425950655,0.129384333667582,0.648587233465098,-0.127281502315151,5.38142564014235,0.100031773137157,-0.823567293842793,-2.92091659180934
"17",0.15614034595729,0.0675299383517056,0.00272428691425556,-0.0529229167578428,0.00768853332331481,-0.0339658625386475,-0.00383713713904836,-0.0213702730302839,0.152671468889928,0.648587233465098,-0.127281502315151,5.17147233265539,0.196946257543602,-0.823567293842793,-2.51715627979645
"18",0.203685691101084,-0.0214761570019936,-0.0692099373447863,-0.0831975841755308,-0.00593903978845213,-0.0851315789535255,0.0246367866247629,-0.0616885563853487,0.12929513634863,0.648587233465098,-0.127281502315151,3.62831552262626,-0.142254437878957,-0.823567293842793,-2.3728397787014
"19",0.203382345906357,-0.0212699746853499,-0.0693190003910078,-0.0834197910615738,-0.00596116197495706,-0.0853447801343671,0.0244581175597133,-0.0615182678026877,0.129236211270843,0.648587233465098,0.214915843122863,5.18196999802974,-0.258551819166691,-0.823567293842793,-2.03503114303422
"20",0.0924515155374107,0.0111431686627819,0.0467927987734596,-0.0203398624311893,0.038116562295813,0.0449020131203934,-0.0416357350620035,0.0178553684505575,0.174923597128859,0.648587233465098,-0.371708177628018,-0.171839342887651,1.25331413757386,-0.823567293842793,0.392919927577423
"21",0.092616652408762,0.0109435637851931,0.0470435836633542,-0.0200169829261737,0.0381583084526614,0.0452101637367201,-0.0415833387457208,0.0177069682315718,0.175000705319552,0.648587233465098,0.100850061310191,-0.297811327379825,0.865656199948075,-0.823567293842793,1.0601319744099
"22",0.0929339190550204,0.0107619881709482,0.0463816303585023,-0.0204505137119121,0.0380693488341282,0.0445513366900081,-0.0415448241684895,0.0174460155912529,0.174713184792567,0.648587233465098,0.280096289872961,-0.171839342887651,0.865656199948075,-0.823567293842793,0.744700703350445
"23",0.0138294273851826,-0.0047643420732684,-0.044666875008027,0.0349566677176317,0.0261303423343877,0.0960285908976615,-0.00352061778981233,-0.00763177771405905,-0.0213447395000895,0.379108786409261,1.14373720931176,-0.159242144438434,0.545838401406806,-0.209993859494818,0.913380137602884
"24",0.0133982852762019,-0.00261101560427739,-0.0441948272537934,0.03470418759334,0.0260030381927882,0.096900938222339,-0.00389429647839197,-0.00796082036563682,-0.0212212888264564,0.379108786409261,0.654883858686022,-0.319856424665956,0.545838401406806,-0.248583383667646,0.68304063749121
"25",0.0215938502759212,-0.00363493684524508,-0.08648888575594,0.0408587903340817,0.0541095241294321,0.00835548632766674,-0.0383262028987401,-0.000384446561522,-0.020842520691176,0.289282637390648,0.817834975561267,-0.292562494692651,0.085979172898222,-0.190699097408403,0.365434471527974
"26",0.0212009472035076,-0.000839607573914298,-0.0861156089373376,0.0405620421041705,0.0540565440823341,0.00892631599906217,-0.0389930776335929,-0.000817127826462622,-0.0207105868476781,0.199456488372038,0.817834975561267,-0.231676035521434,0.933496339032587,-0.128955858731878,0.590702012970888
"27",-0.100293959368687,0.0548383936874639,0.130886380856459,-0.142596918513845,0.0115398711291135,-0.0164358183535748,-0.0042642326950522,-0.0164596248374842,-0.0523855022314837,-1.95637108807465,-2.32712158013095,-0.213830004385042,-1.73116740972263,1.8584046361688,-1.50071336002762
"28",-0.100469991509289,0.0547010353795961,0.130785693290649,-0.142571629271461,0.0115151051555416,-0.016082944726389,-0.00425530635680661,-0.0163860706167769,-0.0523360435550831,-1.95637108807465,-2.32712158013095,-0.257920198957303,-1.73116740972263,2.1053775908749,0.188256705140234
"29",0.0251647825273769,0.0802548421730374,-0.109294981164613,-0.0288339259647416,0.0908830367018974,-0.047271061089669,0.0634871720709665,0.0106552946127789,-0.0675607939030438,-4.5613294096144,-1.80567800613017,-0.240074167820912,-1.85231051523069,3.66439436745717,-1.94260396187906
"30",0.000476481500935004,0.00358879166444794,-0.0914407719201115,-0.0250556421460211,0.0662186627826322,0.0174470242464027,-0.0112650401662653,0.0360972745158865,-0.0645170578220897,-4.02237251550272,-1.80567800613017,-0.260019732032173,-1.61002430421457,3.4560109369239,-1.9084348323129
"31",0.000652273709183292,0.00299898688626693,-0.091683009696896,-0.024847756490132,0.0662612308014713,0.0173896805932895,-0.011155735873312,0.0362591385428408,-0.0645515021497231,-4.02237251550272,-1.80567800613017,-0.308308992754173,-1.8765391363323,3.35181922165726,-1.67772110805723
"32",0.0382690363105407,0.00347390721131343,0.0431613285378545,-0.00664676214161733,-0.00663212992412297,0.0639048950191924,-0.259195203142893,-0.0216912170049658,0.00355435390574029,-0.339500405739635,-0.208757060752774,-0.335602922727477,-1.39196671430007,0.561796623961754,-1.20803837731395
