"","PCNM16","PCNM4","PCNM18","PCNM23","PRECCV","uniqueness_sp"
"1",-0.086625126483614,0.0335981705456401,0.00738294733210058,-0.0441116338520862,0.148854647446062,1.30733217257118
"2",-0.0152598904087067,0.0298840046574949,0.0571989717725914,0.0580097184265395,-0.0364839822171715,-1.2285256913258
"3",-0.0130130605629772,0.0293458374066663,0.0582349593822799,0.0585672912084713,0.148854647446062,0.407689274461512
"4",-0.0129273326928118,0.0293289817006766,0.0581439153861035,0.0587997325780345,0.148854647446062,1.21119363321571
"5",0.0725969627731217,-0.0600094907413436,0.0585566745363289,0.0293392075772539,1.26088642542546,-0.214194832035484
"6",0.0727038954192161,-0.0599868498697435,0.0586658719620705,0.0293254393493255,1.26088642542546,1.87262733015155
"7",0.0718880570492476,-0.060742254133385,0.0604174565700829,0.0273648315019017,1.44622505508869,0.507663481289194
"8",-0.0228674702359397,-0.0290993097153578,-0.057535796751004,0.0190426703310739,1.26088642542546,0.833437117689333
"9",-0.0226553959605607,-0.0287802608023182,-0.0578400313808527,0.01928473877415,1.26088642542546,-0.407019822985997
"10",-0.0229932905693324,-0.0287066771102656,-0.0587765026975504,0.0198007874054755,1.26088642542546,-1.17338084007411
"11",-0.0227544523255044,-0.0282902049580037,-0.0592708259539722,0.0201693102635933,1.26088642542546,-0.442266478360985
"12",-0.0570281080452322,-0.120401849540499,0.0169370451318837,-0.0417165027068478,1.07554779576223,2.56552322485396
"13",-0.0567917663408769,-0.120475406562542,0.0167369314016768,-0.0411395396245686,1.07554779576223,1.35470565160074
"14",-0.057412057592095,-0.120248934946085,0.0172595441568873,-0.0426980897498591,1.07554779576223,0.833364926895844
"15",-0.0750907462632704,-0.126850127648592,0.0116395865040689,-0.0493519675077505,1.81690231441516,-0.148009554279775
"16",0.0920140833567828,-0.164788275776384,0.0301147991929785,-0.0572700665337094,-0.0364839822171715,-0.793638437283264
"17",-0.139439708183446,-0.147443598236979,-0.131304570748416,0.272988619116186,-0.0364839822171715,-0.246778318315541
"18",0.091571121586462,-0.164793457056938,0.0297264885205334,-0.0577979087600675,-0.0364839822171715,-0.502031053658894
"19",0.0912073047971956,-0.164799938990374,0.0294346025250296,-0.0582686800275046,-0.0364839822171715,-0.641146965256885
"20",-0.134921249973585,-0.126086841379547,-0.136351371320237,-0.0349686255445025,-0.0364839822171715,1.8365691816022
"21",-0.134975841592521,-0.125997441374905,-0.136419408432484,-0.0345166567643983,0.148854647446062,1.7050245420532
"22",-0.134546347192143,-0.126194376075689,-0.136378782824566,-0.034839335827085,-0.0364839822171715,0.731204066569288
"23",0.157088673309357,0.080553137521605,-0.173804452408876,-0.0631059501369283,-0.963177130533337,-0.827232159170572
"24",0.157787104865529,0.0808379463670512,-0.173601590185616,-0.0623314423829625,-0.963177130533337,-1.51593650474599
"25",-0.0134470550054577,0.079729190628462,0.0566544672680047,0.0152698056056296,-0.963177130533337,-0.443164482645924
"26",-0.0134662103117695,0.080024378873474,0.0578001087973864,0.0163150930697391,-0.963177130533337,0.522812711617509
"27",0.0436167953157184,-0.173325105989534,0.0399591554251313,0.0903924172255987,1.07554779576223,0.0252747619842107
"28",0.0438275969584478,-0.173304419825713,0.0402082893423119,0.0911285764428987,1.07554779576223,0.455712573103434
"29",-0.0397065394130061,-0.0946781952629025,-0.161866645405328,-0.337879466775383,5.15299764835336,1.79513266523149
"30",-0.0579460267056774,-0.0801751920028586,-0.0302920320301792,-0.0251500750437938,2.74359546273132,0.598155255753252
"31",-0.0577856488809858,-0.0800364585176723,-0.0303536691475134,-0.0247227771560602,2.74359546273132,1.0806820034455
"32",-0.0455589865474517,0.0245865006634673,0.0539891824589787,-0.0036602547842862,-0.963177130533337,-1.75570462229888
"33",0.0864538711634672,0.00628797524144953,-0.0132592022270799,-0.0651974986012778,-0.963177130533337,-0.556628197612937
"34",-0.0456568583489095,0.024889125586022,0.0543136122352376,-0.00372058374717902,-0.963177130533337,-0.241366006987658
"35",-0.0239920162393862,0.0550788955302139,-0.00347011282598428,0.0785378835951421,-0.963177130533337,0.189075416233015
"36",0.0379283160694893,0.00943625451992769,-0.0736867102189783,-0.0416024866473065,-0.592499871206871,0.437662902165181
"37",-0.070872257085988,0.00390017522226856,0.0310295667419103,-0.0809496304628941,-0.592499871206871,1.17363164642996
"38",0.0371283170875773,0.00930722563480997,-0.0739068228946253,-0.0424595818530247,-0.592499871206871,1.4653616621794
"39",-0.202135031043798,-0.010982296936293,0.148978420881669,-0.0721953931233334,-0.592499871206871,1.79157561630788
"40",-0.114733099583013,-0.169022678559943,0.0534359804265207,-0.037550326144835,1.26088642542546,-0.466647778872381
"41",-0.0311834345413566,-0.163671124009901,-0.0233833479890126,-0.136335205561452,1.44622505508869,0.0353474270951672
"42",0.0464098851118244,-0.17314702287691,0.0416216100629145,0.098347595849436,-0.592499871206871,0.766278724432748
"43",0.0464921354168015,-0.173065784140185,0.0418230909815979,0.0987354130033647,-0.592499871206871,-0.292758192247232
"44",-0.0891899878646012,0.0916247980734761,0.187798805064349,0.102793439106181,-0.963177130533337,-0.828673387648532
"45",0.0569362453531333,0.0995330979142639,0.0298367944013035,0.242463512359066,-0.963177130533337,-2.14803253439277
"46",0.148224689221527,0.104220757720879,-0.00664079236695623,0.070532719685002,-0.963177130533337,0.00908158310179248
"47",0.0989312163424391,0.104631286593616,-0.166183669847194,-0.0920678955638239,-0.963177130533337,-2.00808640305192
"48",0.0547495115394917,-0.0571773728247504,-0.0203151006456716,0.182153067583814,-0.777838500870104,0.893957313868984
"49",0.0362711031108592,-0.0697769935729181,-0.0342925009968719,0.0571801716868299,-0.777838500870104,-0.33773543904068
"50",0.119904346207505,-0.0439849081011983,-0.0533953543580631,0.215734157159649,-0.777838500870104,-1.66530161330658
"51",0.156752111634225,-0.0311867789490161,0.149298822450409,0.0893490014066606,-0.777838500870104,-0.325580871372856
"52",0.118753351678705,0.0260457768632195,-0.0694770083780166,0.104359561517688,-0.963177130533337,-1.63373251270778
"53",0.0955588214145162,0.035950718931765,-0.0866401485781067,0.0229666698575401,-0.963177130533337,0.0174475174694533
"54",0.0214815270490591,0.0487521821889678,0.0175869125085744,0.0677788426523659,-0.0364839822171715,-0.140262057792034
"55",0.0325976434512695,0.0574436206161759,0.0121524017690041,-0.00998186836393832,-0.0364839822171715,-0.100407641855773
"56",-0.120424048172635,0.102054594123588,-0.0511701814334894,0.0769783035692683,-0.0364839822171715,1.89963042710654
"57",-0.041740470212875,0.113309297999468,0.0290650974849616,-0.173104092818001,-0.221822611880405,0.718269003193434
"58",0.0537940973355221,0.0345114823233842,0.00378620730422486,0.0977575215043601,-0.963177130533337,-0.627752319611626
"59",0.0540873288741118,0.0345965146109042,0.00398161276279322,0.0971685136845872,-0.963177130533337,-0.831581283021035
