"","PCNM16","PCNM4","PCNM18","PCNM23","PRECCV","uniqueness_sp"
"60",0.0968451578817099,0.0363422381077081,-0.0856911401647479,0.0204005573222958,-0.963177130533337,-1.04799175936594
"61",-0.0221289923118528,0.0466403183253543,0.0644200033452355,-0.0191976029939293,-0.963177130533337,-0.66728730793823
"62",0.0180904745131237,0.0369448307862732,-0.0431408441593943,-0.0303641876032465,-0.963177130533337,0.395686133259377
"63",-0.0250524755744964,0.0544150683897805,-0.0039046698997068,0.0788094126708832,-0.777838500870104,-0.391041013358339
"64",-0.025492973958951,0.0543129614342779,-0.004005672601483,0.0786100383688156,-0.777838500870104,-0.0381192067372383
"65",0.0408796759794398,0.045723305592705,-0.0769306767492937,0.0845341274862596,-0.777838500870104,-1.78168293276985
"66",0.0185706425380717,0.0370346240940584,-0.0430537059277991,-0.0302545405700535,-0.963177130533337,0.346950712659541
"67",-0.303099482592234,-0.0155880750236119,0.378775165710139,0.0859043913914336,-0.777838500870104,-1.3455037760603
"68",-0.129321905431521,0.0467573426131868,0.0277121115732043,-0.0181177163995155,-0.963177130533337,-0.248562952608518
"69",0.0325106265994375,0.0485760833684994,0.163536548660142,-0.0138260314681733,-0.963177130533337,-1.98802909538729
"70",-0.057543274467294,0.0365999560568814,0.0231486899105796,-0.118945634375035,-0.963177130533337,0.425849485951186
"71",-0.0583678889040461,0.0368420239463358,0.0228895758357584,-0.118592041758718,-0.963177130533337,0.187283404030696
"72",-0.0590592691237831,0.0356795735456044,0.0219455680303515,-0.115162858363741,-0.963177130533337,-1.10090469057082
"73",-0.0599439359259467,0.0365193885135861,0.0219784285373151,-0.116123177815048,-0.963177130533337,-1.17676402139111
"74",0.120743263793313,0.0279146114218983,-0.141026133445673,-0.0444793889913668,-0.963177130533337,0.201605898628893
"75",0.00280025614066934,0.105945536928581,-0.0163759587898209,-0.0735016422877275,0.704870536435761,0.82483411674859
"76",0.0200312740949025,0.110523003433757,-0.0100196272946848,-0.0833957612199616,0.704870536435761,-0.862174808815848
"77",0.0315438720120096,0.114269152547015,0.00151043522359141,-0.022961436948685,0.519531906772528,-0.682295461368125
"78",0.0316454436073371,0.114248329755305,0.00113495953082825,-0.0226249517151636,0.519531906772528,-0.314296077239642
"79",-0.115469888961522,0.130446456089736,0.124419458603783,-0.0628627664574604,0.704870536435761,-0.130918960320455
"80",-0.115138737865995,0.130467877196197,0.125292706651405,-0.0631528003132981,0.704870536435761,-0.823045707973997
"81",0.0772444603745648,0.115436765065945,0.0149767215618518,-0.0724219232971943,0.890209166098994,1.30451534826711
"82",0.0782151640697684,0.115381788239167,0.0164433982628655,-0.0720049588685604,0.704870536435761,1.25273761600895
"83",0.118359726588408,0.125301808048407,0.0670827120005318,0.0307645925553313,0.519531906772528,-1.07905449970069
"84",0.119696227600185,0.124863664086648,0.0691716902665574,0.0316900133621828,0.519531906772528,-0.928600457833198
"85",0.119873469221532,0.124729585447055,0.0692584891410732,0.0316588757543994,0.519531906772528,-0.51716304324767
"86",-0.190398755527119,0.0721845078885809,-0.140588414712133,0.0688773639964126,0.519531906772528,-0.435806478288845
"87",-0.109012061840586,0.0959939941689473,-0.178326561405273,-0.0621672074176474,0.519531906772528,-0.728009730563516
"88",-0.0579269890759115,0.138492674767679,-0.0649270978246204,-0.00363728378046943,0.519531906772528,-1.1815815400138
"89",-0.0573352741321433,0.138143364049151,-0.0646168275440395,-0.00363603265309892,0.519531906772528,-0.149829950938866
"90",-0.0573654450690118,0.138212048563497,-0.0642294588556931,-0.00362469650748253,0.519531906772528,-0.0208841031022374
"91",0.161664850359321,0.0749607224598509,0.141532524003334,-0.106451226855958,-0.221822611880405,-1.77557776402511
"92",-0.0996893043495098,0.0639068485243935,-0.0739486163964641,0.216268702107524,-0.221822611880405,0.577725517373314
"93",0.0729000066760315,-0.0383561989718767,0.147175802860633,0.000752668104398605,0.334193277109295,-0.572367302040213
"94",0.0724720890259038,-0.038687379204093,0.146110563375242,0.00164383514854753,0.334193277109295,-1.42385701956226
"95",0.072565904408137,-0.0392534710352998,0.144626604704788,0.0024817385072304,0.334193277109295,-1.01156855801062
"96",0.20204802795466,-0.0587335564105886,-0.00835080638129994,0.117761937818541,0.334193277109295,-1.67992409164919
"97",0.00238719282677726,0.0860167409079529,-0.0963830242140884,0.0646426276258187,0.890209166098994,1.00967439093183
"98",0.00254666612201089,0.0858204487885997,-0.0964522641442446,0.0650107617125588,0.890209166098994,0.549320720114379
"99",-0.104609026331217,0.0913516719049997,-0.182015173450053,0.126400255301029,0.890209166098994,0.359369245528256
"100",-0.121125931767314,0.0645698167637365,-0.0482276104508485,0.0375122727988616,-0.777838500870104,1.23831562210561
"101",-0.144152794381034,0.0603408935158204,-0.0923733591386504,0.139001483782624,-0.963177130533337,-0.87334109528026
"102",-0.0188155139668138,0.079717223086939,0.0569962253457926,0.0098888454228818,-0.963177130533337,0.412263885666229
"103",-0.0191513494605572,0.0795581858564694,0.0564695789628314,0.00903811230523873,-0.963177130533337,0.266838145192489
"104",0.0361696104520484,0.0747066287502899,0.100881028189656,-0.188795152541518,-0.963177130533337,-0.592389615870951
"105",-0.0555048210200115,0.0691502434059621,0.0144928197885117,-0.0923297046498895,-0.963177130533337,0.584659778680323
"106",-0.0185672170455875,0.0799764234938157,0.0579897323829715,0.0110760897730954,-0.963177130533337,0.961250430824276
"107",0.041803931247043,-0.0681403348636783,-0.0190640054595716,-0.0206019757890895,-0.407161241543638,0.435381437407718
"108",0.0414716783507686,-0.0679544250102062,-0.018877869889041,-0.0199659279825404,-0.407161241543638,-0.799430147351946
"109",0.0404920355686451,-0.0672712210762502,-0.0180609933051631,-0.018246514467749,-0.0364839822171715,0.351282570152724
"110",0.0408000096720821,-0.0674174293327971,-0.0181972617310337,-0.0188338833822939,-0.0364839822171715,0.12986187853906
"111",-0.0418144982711857,-0.0623273036774464,-0.0736760116100664,0.110039115657062,0.334193277109295,1.36105774974876
"112",-0.110888034333643,-0.0574274710313606,-0.103106831133242,0.145237003952229,0.519531906772528,0.877582223409361
"113",0.0420375156723811,-0.0677853329210051,-0.0183143962792476,-0.0214363491677374,-0.407161241543638,-0.0068182214133312
"114",0.0422621938507943,-0.067820486632541,-0.0182718933455035,-0.0219473923418742,-0.407161241543638,0.446337043572041
"115",0.0459901022843902,-0.0958271894021866,-0.120897727722036,-0.23844982375302,-0.407161241543638,0.443677102312448
"116",0.0271923655438958,-0.0847581672928921,-0.0362384898477134,-0.0247307799829786,-0.407161241543638,1.560442393783
"117",-0.143375340610962,-0.0856778579598945,0.19506507631876,0.0533588525699588,-0.407161241543638,-0.143146333607547
"118",-0.0100799284481137,-0.128728082790638,0.041706154846371,-0.0654968750746294,-0.777838500870104,-0.688517216451108
"119",-0.0414792857205728,-0.119861425617811,0.0556232685514142,-0.126657034656698,-0.777838500870104,-0.36653080437539
"120",0.116402919398045,-0.112648824952522,-0.119314825324044,0.00548832067519601,-0.777838500870104,-0.796610377007691
"121",-0.0577642645750892,0.0495706713410537,0.0138747750875461,-0.0830401921551548,-0.777838500870104,1.30285626652165
"122",-0.124806884164234,0.0482408569218708,-0.0818076345284473,-0.111192426800771,-0.777838500870104,1.46631469337151
"123",0.178691113196341,-0.0115888632291782,0.144906225408794,-0.0611937760707177,0.334193277109295,0.1927463103966
"124",0.178729860644223,-0.0115472931434603,0.144803947699533,-0.0611695042938843,0.334193277109295,-1.10260168657262
"125",0.0105108997810035,-0.0794727757877838,-0.0155903156071306,0.0365660336947265,1.63156368475193,1.64959582061603
"126",-0.0318353496493583,-0.0887168663463329,-0.008508274478847,-0.00833224927023129,1.63156368475193,0.688828813705812
"127",0.0105115876955658,-0.0794725280503044,-0.015590117255547,0.0365663241448082,1.63156368475193,1.16953524159219
