PCNM10,PCNM5,PCNM7,PCNM15,TEMPSD,PRECCV,Ca,CLAY,ELEV,feve
-0.006130073,-0.04837587,0.041787027,-0.037732816,1.062261651,-0.963177131,-0.270530111,0.037037358,-0.202275955,-2.157660026
0.029482287,-0.055528704,0.042305997,-0.040455372,1.062261651,-0.963177131,-0.104848439,0.400466675,-0.237006526,0.721678422
-0.026765268,-0.035663179,-0.076213646,-0.030518636,1.062261651,-0.963177131,-0.336241146,0.400466675,-0.283313955,0.303140415
-0.026913809,-0.035301518,-0.076782025,-0.030608961,1.029671427,-0.963177131,-0.296926851,-1.149680503,-0.260160241,0.798738227
-0.02631488,-0.033298633,-0.075800987,-0.031438853,1.078556763,-0.963177131,-0.289063992,-0.205248853,0.15660662,-0.187310813
-0.02680454,-0.033636017,-0.077043748,-0.031198704,-0.013215721,-0.963177131,-0.312090937,-1.052766019,0.349554241,0.985105846
-0.000515803,-0.02489136,-0.029056571,-0.038173004,1.078556763,-0.963177131,-0.329501553,-0.205248853,0.083286524,-0.261062752
0.0176035,0.019252621,-0.001650384,0.006287499,0.328981625,0.704870536,0.37478596,1.127325308,-0.78497777,1.052768977
-0.002264651,0.019626065,0.007187906,-0.017624586,0.328981625,0.704870536,-0.260982353,0.642752886,-0.746388245,-0.149646181
-0.023043447,0.019334612,0.017350916,-0.03734359,0.198620731,0.519531907,-0.292995422,0.52160978,-0.78497777,-0.344032633
-0.022654038,0.019328833,0.016954968,-0.037138426,0.068259838,0.519531907,-0.316583999,1.00569763,-0.78497777,-0.53706001
-0.043339078,0.115969589,-0.063858371,0.161261388,-0.713905523,0.704870536,-0.348035435,0.982438154,-0.746388245,-0.058151397
-0.04338344,0.116070785,-0.064079855,0.161148232,-0.713905523,0.704870536,-0.315460733,0.496896587,-0.746388245,0.50037237
0.003841431,0.136273313,-0.151933586,-0.123445258,-0.567249518,0.890209166,-0.321638694,0.618524265,-0.823567294,0.511116464
0.003850144,0.136341164,-0.152248526,-0.123183211,-0.567249518,0.704870536,-0.349720333,0.73966737,-0.823567294,-0.196463361
0.05046189,0.116239463,-0.08247487,-0.04138684,-0.844266417,0.519531907,-0.336802779,1.224239792,-0.746388245,0.199284986
0.050480395,0.116048398,-0.082554882,-0.040565953,-0.844266417,0.519531907,-0.347473802,0.73966737,-0.746388245,0.731478368
0.050507324,0.116063533,-0.082851536,-0.04053049,-0.844266417,0.519531907,-0.29468032,0.860810476,-0.746388245,1.005036681
0.038925283,0.071103654,-0.050380163,-0.080713101,-0.127281502,0.519531907,-0.374993809,0.860810476,-0.823567294,0.090891018
0.081159098,0.085298038,-0.072464067,0.025305801,-0.713905523,0.519531907,-0.328378287,0.497381159,-0.823567294,-0.773714977
-0.027500354,0.033120001,0.125731903,-0.194372931,0.198620731,0.519531907,-0.345788904,0.73966737,-0.78497777,-0.845213492
-0.027683565,0.032590465,0.126078858,-0.195116249,0.198620731,0.519531907,-0.309844406,0.860810476,-0.750247198,-1.102003952
-0.027789483,0.032660457,0.126337755,-0.194644424,0.08455495,0.519531907,-0.324446858,0.860810476,-0.746388245,-0.418526977
0.099484772,-0.108995237,0.2112876,0.052821479,0.557113189,-0.221822612,-0.268845212,0.788124612,-0.862156818,-1.826960318
0.077606617,-0.123390188,0.204116035,0.118510102,0.736359417,-0.221822612,-0.173367639,0.981469009,-0.823567294,-1.433579411
0.04145296,0.019753967,-0.13808751,0.08753315,-0.192461949,0.334193277,-0.234585612,-0.592422218,-0.823567294,0.244153232
0.041506546,0.019302651,-0.137602566,0.087646087,-0.062101056,0.334193277,-0.35309013,0.981953581,-0.839003104,0.336996323
0.041566115,0.018879023,-0.137602966,0.086840075,0.003079391,0.334193277,-0.326131756,0.73966737,-0.823567294,0.207992406
0.064674755,-0.001627653,-0.115895352,-0.063903843,-0.176166837,0.334193277,-0.253119494,0.860810476,-0.842862056,-1.432384922
0.083184451,0.022571941,-0.076694349,0.097277602,-0.453183736,0.890209166,-0.202572543,0.497865732,-0.746388245,-0.088539998
0.08325705,0.02241027,-0.076768389,0.097532716,-0.453183736,0.890209166,-0.340734209,1.345382898,-0.750247198,1.301008338
0.093572633,0.029159398,-0.085629741,0.058541045,-0.860561528,0.890209166,-0.32276196,1.103096687,-0.746388245,1.023679985
0.012544486,-0.013069636,-0.068379205,-0.130400428,-1.023512645,-0.777838501,-0.253681127,-1.440423957,0.87437177,-0.201963645
0.017034414,-0.00301414,-0.059045909,-0.155628192,-1.414595326,-0.963177131,-0.366569317,-0.108334368,0.920679199,0.21841997
0.053967256,-0.044668071,-0.004258402,0.005983492,-0.045805944,-0.963177131,-0.344665638,0.134436415,0.334118431,0.355928947
0.053966658,-0.044478751,-0.004305698,0.00555755,-0.045805944,-0.963177131,-0.323323592,0.133951843,0.357272146,0.760658297
0.033243106,-0.033523251,-0.038919146,-0.050425589,-0.159871726,-0.963177131,-0.321638694,-0.714049896,0.480758623,0.434782506
0.006734927,-0.023967021,-0.074518454,-0.075323792,-0.159871726,-0.963177131,-0.301419914,-0.350620579,0.565655576,0.102227691
0.053925838,-0.044933676,-0.004449202,0.006604087,-0.045805944,-0.963177131,-0.285694196,-0.350136007,0.334118431,1.040676653
0.013943634,0.121196099,0.070099259,0.017795847,-1.26793932,-0.407161242,-0.296365219,-1.319280851,1.264125964,1.434952178
0.013806007,0.121081517,0.069565598,0.017835972,-1.26793932,-0.407161242,-0.300858281,-1.198137745,1.43391987,0.643801229
0.013352065,0.120554762,0.06769155,0.017877539,-1.544956219,-0.036483982,-0.209312137,-1.682710168,1.80052035,1.4142861
0.013512342,0.120688171,0.068153058,0.017837985,-1.544956219,-0.036483982,-0.277831337,-1.319280851,1.723341302,0.876387069
0.017321804,0.119723076,0.056103129,-0.054808047,-1.398300214,0.334193277,-0.330063186,-1.803853273,1.970314256,0.290081416
0.020505778,0.118391599,0.044044036,-0.116174398,-1.756792671,0.519531907,-0.27839297,-2.046139484,1.985750066,1.471785341
0.014092753,0.120939337,0.069527509,0.017558628,-0.958332198,-0.407161242,-0.055986386,-1.440423957,1.183087963,0.670347053
0.014184245,0.120936729,0.069705085,0.017489156,-1.561251331,-0.407161242,0.24561042,-1.198137745,1.426201965,1.348162829
0.026665854,-0.207031746,0.068432844,-0.097524568,2.202919469,-0.407161242,-0.016110459,0.439232469,-0.78497777,-1.068191454
0.005880591,-0.212386364,0.072331777,0.026747939,1.958492794,-0.407161242,-0.27446154,0.439232469,-0.78497777,-1.263468122
0.033951878,-0.206731473,0.080264642,-0.061494733,1.958492794,-0.407161242,-0.313775835,0.633061437,-0.78497777,0.136534695
0.06084897,0.145198256,0.225740361,-0.099665068,1.306688326,-0.777838501,-0.308159507,-0.762022566,0.168183477,-1.006252916
0.048240736,0.157278853,0.202697698,0.03402343,1.013376316,-0.777838501,-0.285694196,0.30355219,0.256939383,-0.576359419
0.051685317,0.155700168,0.188234437,0.074042905,1.013376316,-0.777838501,-0.257612556,0.788609185,0.233785668,0.717454284
-0.017013733,-0.028087241,0.1964552,-0.033143062,1.502229666,-0.777838501,-0.235147245,0.032191634,-0.669209197,-1.253878829
-0.033610897,-0.028317105,0.209779302,0.059175587,1.502229666,-0.777838501,-0.27446154,0.32341966,-0.669209197,-0.564764757
-0.071278606,-0.085330606,0.148262309,-0.135024558,0.231210955,0.334193277,-0.184600294,1.582338812,-0.669209197,0.528989165
-0.071198785,-0.0854177,0.148298629,-0.13512153,0.231210955,0.334193277,-0.19583295,1.388994416,-0.707798721,-1.640318589
-0.490145839,0.014507304,-0.008134765,0.019083438,1.355573661,1.631563685,0.410730459,1.195165447,-0.707798721,-3.797327512
-0.508871074,0.005842515,-0.036173369,-0.004526384,1.355573661,1.631563685,0.371416164,1.4859089,-0.707798721,-0.710743753
-0.490140636,0.014507285,-0.008134532,0.01908352,1.355573661,1.631563685,0.253473279,0.710593025,-0.707798721,-1.934114373
