PCNM10,PCNM5,PCNM46,PCNM36,PCNM7,PCNM8,PCNM4,TEMPSD,Mg,fdiv_sp
0.014092753,0.120939337,0.014402928,-0.045888073,0.069527509,-0.001920339,-0.067785333,-0.958332198,-0.307259226,1.168594845
0.014184245,0.120936729,0.021059677,-0.045857041,0.069705085,-0.001994704,-0.067820487,-1.561251331,-0.119351016,0.17204547
0.026665854,-0.207031746,9.35E-05,-0.022215073,0.068432844,-0.167740961,-0.095827189,2.202919469,-0.056365024,-1.358304728
0.005880591,-0.212386364,-0.072121432,0.017815833,0.072331777,-0.164416796,-0.084758167,1.958492794,-0.329304324,-1.018203258
0.033951878,-0.206731473,0.072034506,-0.029890731,0.080264642,-0.157026826,-0.085677858,1.958492794,-0.38179265,0.953875825
0.06084897,0.145198256,-0.000143892,0.088361861,0.225740361,0.024624048,-0.128728083,1.306688326,-0.339801989,0.01768345
0.048240736,0.157278853,4.46E-05,0.033707768,0.202697698,0.077351787,-0.119861426,1.013376316,-0.297811327,-0.335764712
0.051685317,0.155700168,1.81E-05,-0.043946113,0.188234437,0.076541029,-0.112648825,1.013376316,-0.36079732,1.026919948
-0.017013733,-0.028087241,-0.001089701,-0.200692472,0.1964552,0.021757309,0.049570671,1.502229666,-0.329304324,0.927637671
-0.033610897,-0.028317105,-0.000423092,0.038377728,0.209779302,0.069843988,0.048240857,1.502229666,-0.350299654,-1.026578437
-0.071278606,-0.085330606,0.000773915,0.053121522,0.148262309,0.13739455,-0.011588863,0.231210955,-0.276815997,-2.058896094
-0.071198785,-0.0854177,-0.001148203,0.052984127,0.148298629,0.137430676,-0.011547293,0.231210955,-0.234825335,-1.737647443
-0.490145839,0.014507304,-0.000490093,0.012057977,-0.008134765,-0.070277292,-0.079472776,1.355573661,0.027616299,-2.684656504
-0.508871074,0.005842515,-7.24E-07,-0.005816991,-0.036173369,-0.10656663,-0.088716866,1.355573661,0.143090618,-2.373430304
-0.490140636,0.014507285,-0.000490048,0.012058767,-0.008134532,-0.070276516,-0.079472528,1.355573661,0.132592953,-1.094769169
