"","PCNM7","PCNM48","PCNM29","PCNM3","PCNM15","PCNM34","pH","PREC","PRECDRIEST","rao"
"1",0.12341746538846,-0.026950253951396,-0.0626124783093772,-0.142599926566264,0.157713224161801,-0.0410937064679947,0.347593336954827,0.0716173617045978,-0.254414923279845,-0.0314477850182418
"2",0.0880071255589574,-0.192808841733484,0.0205107678314294,-0.142646304296454,0.130512701790374,-0.0146111556678169,-0.437427773773027,1.08259234538195,0.203676219298703,-0.27528881185485
"3",0.0880674253683875,0.135894734432452,0.0202711465963899,-0.142666634880075,0.130111326389559,-0.0141836313598352,2.96433037271434,0.678202351911011,0.020439762267284,-0.391556902431349
"4",0.0879940555973848,0.0798324738494488,0.0202435045655206,-0.142723532659167,0.130280168245334,-0.014375887185433,3.48767777986625,0.364800106971031,0.020439762267284,-1.64215450453543
"5",-0.0755305532163138,-0.201714023406246,0.0217456304117273,-0.157560345264787,0.169966695328502,-0.00445510264496782,-0.175754070197077,-1.08426403629985,-1.87300362705738,-1.4651371256251
"6",-0.075454060200756,-0.158650744350741,0.0218693529233502,-0.157593709539721,0.170018938659948,-0.00439496769625424,0.0859196333788738,-1.08426403629985,-1.84246421755215,-0.712146886667602
"7",-0.0763316170764288,0.364213155144785,0.0203865678487547,-0.157209161535488,0.167783239390182,-0.00210323180737656,-0.960775180924931,-1.20221111772887,-1.81192480804691,-0.332933152782411
"8",-0.00991277449253582,-0.314839133528478,-0.0283187131947318,-0.162945734147368,-0.103486665867171,-0.0113518006078279,-0.175754070197077,-1.43810528058692,-1.68976717002596,-2.32944697033109
"9",-0.00921777369215955,0.0598768743398573,-0.0278059942048074,-0.163075527016696,-0.103854003270392,-0.0115515223924723,-0.437427773773027,-1.33363786560693,-1.62868835101549,0.625548193740768
"10",-0.00937787404675265,-0.10641880354254,-0.0280465171239294,-0.163041394915282,-0.103642160549421,-0.0123595884729279,-0.175754070197077,-1.26960944997403,-1.68976717002596,0.871378997044251
"11",-0.00849929845198961,0.357086901239435,-0.0274194751564252,-0.16318718935667,-0.10407817702576,-0.0127092277287991,-0.175754070197077,-1.26960944997403,-1.62868835101549,0.634952036605914
"12",-0.161027459442815,0.00581630782387393,-0.187990468016695,-0.0802237010155381,-0.0481458180505032,0.0226068778645325,1.13261444768268,-0.369841714501181,-1.23167602744742,-1.43510992796804
"13",-0.16116776717261,0.115045467883135,-0.188281686647542,-0.0804390603343348,-0.0480886518115049,0.0221327927552703,1.13261444768268,-0.379951464337955,-1.23167602744742,-0.960249362932842
"14",-0.160713170858329,-0.12130517706409,-0.187402677315265,-0.0798213424643938,-0.0482504140078117,0.0234092753397839,1.13261444768268,-0.369841714501181,-1.23167602744742,-1.55005989400257
"15",-0.167047732717265,5.27385952542366e-09,0.541742912157214,-0.0806009278182469,-0.050496321865678,-0.0107245280589548,0.0859196333788738,-2.06827968707914,-2.08677949359404,-1.1954727629337
"16",-0.0618744425950655,-0.0498410430778861,0.0109909908685688,0.129384333667582,-0.0849028158878367,0.0392786261130115,4.2726988905941,0.364800106971031,0.356373266824886,-1.39415651715928
