"","PCNM5","PCNM10","PCNM3","PCNM7","PCNM36","PCNM49","PCNM51","SAND","TEMPSD","PRECCV","ELEV","feve_sp"
"15",-0.100192382993917,-0.07020887880448,-0.0806009278182469,-0.167047732717265,-0.00504415956986924,1.02946392214721e-09,-2.66317158450811e-09,-1.17323393504891,-0.0295108321900044,1.81690231441516,-0.719375578576155,-0.284672391643075
"16",-0.113474585029027,-0.00592177688071493,0.129384333667582,-0.0618744425950655,-0.0651301209652813,-0.0206545199023694,0.30376595022132,-0.741015553649488,-0.127281502315151,-0.0364839822171715,-0.823567293842793,-3.30374917174594
"17",-0.115665878840035,0.00768853332331481,0.152671468889928,-0.0213702730302839,0.115985856437163,-6.32035296146657e-05,2.16928248457676e-05,-0.8814865276043,-0.127281502315151,-0.0364839822171715,-0.823567293842793,-1.27323291375803
"18",-0.113547167191518,-0.00593903978845213,0.12929513634863,-0.0616885563853487,-0.0657419789412019,0.0260294502747049,0.00379695541896663,-1.02289710673607,-0.127281502315151,-0.0364839822171715,-0.823567293842793,0.249419121415787
"19",-0.1136237643707,-0.00596116197495706,0.129236211270843,-0.0615182678026877,-0.0661471102105401,-0.00939747907828928,-0.301937061983447,-0.92893658904054,0.214915843122863,-0.0364839822171715,-0.823567293842793,-0.346702750145268
"20",-0.114239661891544,0.038116562295813,0.174923597128859,0.0178553684505575,0.0233581623767041,-0.161041085194497,-0.219771999821968,-0.966520796118751,-0.371708177628018,-0.0364839822171715,-0.823567293842793,-0.445012184097602
"21",-0.114090210743125,0.0381583084526614,0.175000705319552,0.0177069682315718,0.0244107725495291,-0.16374625467584,0.0872813079878356,-0.590678725336647,0.100850061310191,0.148854647446062,-0.823567293842793,-0.721756868003268
"22",-0.114125950078881,0.0380693488341282,0.174713184792567,0.0174460155912529,0.023071688196869,0.325673410245367,0.132520991468483,-0.590678725336647,0.280096289872961,-0.0364839822171715,-0.823567293842793,0.218804756218706
"23",-0.0510999978354609,0.0261303423343877,-0.0213447395000895,-0.00763177771405905,0.0248405452783381,0.0165039194351317,-0.109969096587281,-0.393361638176042,1.14373720931176,-0.963177130533337,-0.209993859494818,1.12227233307837
"24",-0.0513671425010706,0.0260030381927882,-0.0212212888264564,-0.00796082036563682,0.028648398474858,-0.00423665235590894,-0.152532215936361,-0.393361638176042,0.654883858686022,-0.963177130533337,-0.248583383667646,-0.666149360145241
"25",-0.0456762969672286,0.0541095241294321,-0.020842520691176,-0.000384446561522,-0.0184023613632136,0.00177224191140698,0.126875499756078,0.193421794832518,0.817834975561267,-0.963177130533337,-0.190699097408403,0.479142461435332
"26",-0.0459217935619476,0.0540565440823341,-0.0207105868476781,-0.000817127826462622,-0.0138375428006434,-0.0206968959424644,0.0770710272727512,-0.862694424065195,0.817834975561267,-0.963177130533337,-0.128955858731878,0.417792525848875
"27",0.151556241524848,0.0115398711291135,-0.0523855022314837,-0.0164596248374842,0.0260891661853993,-0.00196926178027383,0.0425748169359437,1.72028020738482,-2.32712158013095,1.07554779576223,1.8584046361688,-0.771060767722225
"28",0.151484992171064,0.0115151051555416,-0.0523360435550831,-0.0163860706167769,0.0267336867283337,0.00330602588359262,0.000797929005112004,1.72075000997329,-2.32712158013095,1.07554779576223,2.1053775908749,0.882188325327043
"29",0.10615074337314,0.0908830367018974,-0.0675607939030438,0.0106552946127789,-0.026006664275652,-1.001135526959e-05,0.000211311946105399,1.8382006570927,-1.80567800613017,5.15299764835336,3.66439436745717,-0.520508378978307
"30",0.0885229145228391,0.0662186627826322,-0.0645170578220897,0.0360972745158865,0.00350122147732521,0.00571857149941653,0.108763232453118,1.69679007796094,-1.80567800613017,2.74359546273132,3.4560109369239,0.0410406341908052
"31",0.0884423886182698,0.0662612308014713,-0.0645515021497231,0.0362591385428408,0.00256796569935532,-0.00570457705488231,-0.108536526289941,1.81424072508034,-1.80567800613017,2.74359546273132,3.35181922165726,0.11939925404715
"32",0.0157167706276409,-0.00663212992412297,0.00355435390574029,-0.0216912170049658,-0.0265265043578789,0.00102790893398803,-0.0297614845462866,1.4623585863106,-0.208757060752774,-0.963177130533337,0.561796623961754,-0.590683420272817
"33",-0.00435822338767512,0.0728845196916209,0.0206851506446462,0.096917499283738,0.2739577715538,5.03724083278275e-06,-0.000399737070470826,0.522753409355337,0.850425198936316,-0.963177130533337,0.179760334650751,-0.592161903896587
"34",0.015341300424458,-0.00678541390177657,0.00352527712068091,-0.0220890715416746,-0.0246754666352685,0.00532661829286668,-0.0429522480251357,0.639734253886267,0.86672031062384,-0.963177130533337,0.530925004623492,-0.854098199318205
"35",0.0239745991254306,-0.04471467681694,-0.00804757946783523,-0.114865004730179,0.062257933139812,0.00337677418339669,-0.0822104180411301,1.69679007796094,-0.241347284127823,-0.963177130533337,0.770180054495029,-0.531159339255882
"36",0.0375441933554586,-0.0546272968617416,-0.053803686730114,-0.109458280062875,-0.00486108015641333,0.00664632975209861,0.287631845682564,1.08604671294002,-1.6264317775674,-0.592499871206871,1.09047310512951,0.344651716074306
"37",0.0453885905337373,-0.0545311802697515,-0.055351653832402,-0.0946830396324347,0.114709919898228,-3.16806597906069e-07,6.59141014864055e-05,2.02565188989528,-1.6264317775674,-0.592499871206871,1.33744605983561,1.00084356725949
"38",0.0377320168268568,-0.0546257624196864,-0.0538023355798593,-0.110002743840367,-0.00215168644461355,-0.00664973756463815,-0.287718657477031,2.02565188989528,-1.6264317775674,-0.592499871206871,1.02872986645298,0.871184167761852
"39",0.0593697025678109,-0.0443992767576927,-0.0580026289481332,-0.0870525744456696,-0.128164134932635,-5.240576818939e-06,-4.46709045268644e-05,1.64980981911317,-1.6264317775674,-0.592499871206871,1.2718438687418,0.769282608891191
"40",0.132917415620915,0.0358318344251815,-0.0379199978896095,0.0120552987983493,0.162321436143836,-6.02138781317994e-06,-2.79763223830075e-05,1.88471111335199,-1.77308778275512,1.26088642542546,2.18641559163784,0.115737089587008
"41",0.121773160643406,0.0390876974074546,-0.0316070760864663,0.0180429971380526,-0.105194792260391,-4.89754275668446e-06,-6.58718757292544e-05,1.64980981911317,-2.78338470738164,1.44622505508869,2.22500511581067,1.15597864655749
"42",0.1512422277972,0.0112981218802567,-0.0522534514645988,-0.0160615543287131,0.0253405550681875,-0.00482496309602375,0.0045581081195316,-0.205910405373467,-0.730200634753557,-0.592499871206871,0.48847652803338,0.522644620771927
"43",0.151088019997377,0.0112361435183285,-0.0521686771561658,-0.0159806397562692,0.0261782598958704,0.0036145187231123,-0.0480007941223179,0.734164574170271,-0.371708177628018,-0.592499871206871,0.51548919495436,-0.349126607112252
"44",-0.105811781638777,-0.0285689884605134,0.0326384762142001,0.0843331985411604,-0.0530430454453087,0.00634627749590333,-0.0725881581988268,-0.793163640970505,1.46963944306225,-0.963177130533337,-0.514851100460164,-0.218403233651426
"45",-0.0932210269428822,-0.0642682633631327,0.0271049498479352,0.0669579119227687,0.062085169918602,-0.00635126937100759,0.0727346907732957,-0.440341897023805,1.09485187424918,-0.963177130533337,-0.669209197151478,-1.12787831210644
"46",-0.126609264675538,-0.0925632354322652,0.0391898935193963,0.0666286846638998,-0.0385391915236986,3.40872773476478e-05,0.00092363681391043,-0.20544060278499,1.09485187424918,-0.963177130533337,-0.696221864072458,0.736894455883024
"47",-0.0472191795387708,-0.0500747890650374,0.0123746650265117,0.0429954528646511,0.00785409732598734,0.00160628552862315,-0.00200800405588648,-0.440341897023805,0.752654528811169,-0.963177130533337,-0.476261576287335,0.338237049465427
"48",0.0639340791615587,0.0290889893833217,-0.0607897691001346,0.0497447863611055,0.20364713563157,1.08896424272942e-05,-1.93576847229536e-05,-0.0879899556655823,0.671178970373546,-0.777838500870104,-0.0517768103862204,0.848195410141572
"49",0.0751349280625592,0.0399172834263896,-0.0625282528628514,0.0523901720755496,-0.164197608493359,-0.00050770324913028,-7.30230569587329e-05,-0.20544060278499,0.182325619747814,-0.777838500870104,0.0678507145495483,1.53443466914711
"50",0.0516090512871617,0.0191800521910547,-0.0587324398812106,0.048008960296267,-0.378635985722027,6.08369530373399e-05,0.000718976076042,1.08604671294002,0.345276736623059,-0.777838500870104,-0.155968525652858,-1.51455083455822
"51",0.0327773419069927,0.0518267366076146,-0.0489771812792844,0.0979233182009943,0.235802441632608,-4.41864310670159e-05,-0.000602956323090693,-0.322891249904397,0.345276736623059,-0.777838500870104,-0.206134907077535,0.585195770297939
"52",-0.0357671737428296,0.0431552296434239,0.0206301281335173,0.0240692639139268,-0.152533814035072,0.0103148313582006,0.269897831024122,-0.322891249904397,1.22521276774938,-0.963177130533337,-0.15982747807014,0.444336561712772
"53",-0.0430400396796397,0.000185892750952856,0.0147269975386264,-0.0446382968825446,-0.0187558997507542,-0.00162786394921674,-0.01550975708682,-0.67524319126262,1.22521276774938,-0.963177130533337,-0.101943191810898,-0.273249564507966
"54",-0.00560126984720569,-0.0736256635472473,0.17669992015686,0.054391415875804,0.0250306200005784,-0.000146930507516832,-6.3376283943732e-07,-1.1544418315098,0.752654528811169,-0.0364839822171715,-0.796554626921813,0.46267550351935
"55",-0.00335860887018171,-0.074441710149764,0.172238208144411,0.0556745199694798,0.0470049693594262,3.02167375934103e-05,4.84364358093177e-06,-1.0600115112258,0.573408300248399,-0.0364839822171715,-0.796554626921813,0.171120641257664
"56",0.0282453539415994,-0.0656768936985876,0.147060879800785,0.0871419380961075,0.16867034646646,2.31814959317276e-06,-2.247876050116e-05,-0.966520796118751,0.573408300248399,-0.0364839822171715,-0.703939768907024,-3.95909310503073
"57",0.0384945243912129,-0.0682698144499266,0.138866284066069,0.0912332439921514,-0.24421030002477,0.000121236834810833,3.53827159573138e-05,-0.966520796118751,0.166030508060289,-0.221822611880405,-0.437672052114506,0.0772469297434226
"58",-0.0502375952724159,0.0292083985362305,0.0203695079214934,-0.00755192350444821,0.00583092195289739,-0.00282286027644846,0.00121928625293459,0.146911338573233,1.33927854956205,-0.963177130533337,-0.360493003768849,-0.0430673877226862
"59",-0.0505937582680846,0.0291499807589303,0.02038602268397,-0.00754421286085389,0.00676595254552653,-0.0073517693055089,-0.270595747800845,-0.32242144731592,1.33927854956205,-0.963177130533337,-0.360493003768849,0.263947462828079
"60",-0.0446509473188261,-3.97977245509838e-05,0.0148089389427462,-0.0445732768331392,-0.0145484975259878,0.00163065005210725,0.0155083501604414,-0.792693838382028,1.33927854956205,-0.963177130533337,-0.437672052114506,0.897873553573735
"61",-0.0560964691192527,0.0205491638786872,0.0249773857782611,-0.00616293728573689,-0.113773464943684,-0.0106018956727703,0.0636543956293695,-1.14504577974025,1.06226165087413,-0.963177130533337,-0.360493003768849,-0.534115553522799
"62",0.0522688639881171,-0.0175594640476534,-0.00732778657420634,-0.0479801476316464,0.0178369037723102,-0.000842878720656471,0.0620231836721506,1.34443813660271,-0.0783961672525779,-0.963177130533337,0.924538151186343,1.00846982906535
"63",0.0247206913505828,-0.0445765490674929,-0.00802141695664831,-0.114456524289705,0.0589553335508522,0.00257435104562756,0.118486856775358,2.02565188989528,-0.290232619190396,-0.777838500870104,1.001717199532,1.04115436018402
"64",0.0248466263172983,-0.0446032018532179,-0.00804316981399747,-0.114474499855672,0.0589281133870402,0.00759362428491161,0.166698024771086,1.79075059565646,-0.290232619190396,-0.777838500870104,1.17151110589245,0.0691285642410515
"65",0.0386547554648382,-0.0305448971248654,-0.00762264339783906,-0.0822516576798471,-0.100523292237693,-0.0102920427144254,-0.269439416576609,1.34443813660271,0.0682598379351424,-0.777838500870104,1.05960148579124,1.00225843019265
"66",0.0521471424463455,-0.0175213325167412,-0.00730594304883271,-0.0479170962458887,0.0178964668989983,-0.00551771543509577,0.0108854009192067,1.4623585863106,-0.0783961672525779,-0.963177130533337,0.747026339991332,0.482855791545955
"67",0.0649669939102639,0.105422998934753,0.0081992622205949,0.0472587728772257,-0.0138054151574938,7.74770812693756e-07,3.71207696532188e-05,0.170401467997114,1.01337631581156,-0.777838500870104,0.349554241011197,0.0516242582504385
"68",-0.0483758696756979,-0.00613007288801894,0.0144247899224335,0.0417870273791171,0.164272631306443,-0.10408087821462,0.0458851775359684,-0.0644998262417008,1.06226165087413,-0.963177130533337,-0.202275954660252,-2.77034500655574
"69",-0.0555287041762726,0.0294822865392546,0.0224616971468462,0.0423059969205835,0.0130356103672294,0.104313994138977,-0.0459448646985293,-0.298931317892038,1.06226165087413,-0.963177130533337,-0.237006526415798,0.634834178572346
"70",-0.0356631790914894,-0.0267652682422556,0.00871249065934223,-0.0762136457106531,-0.05429358695398,-0.00203317053653582,0.0472090950286743,-0.557792544143212,1.06226165087413,-0.963177130533337,-0.283313955423192,-0.28390962227273
"71",-0.0353015176948224,-0.0269138090744909,0.00856637577339674,-0.0767820247397929,-0.0526247338147414,0.0121815465542339,-0.0221961706731332,0.99208619524449,1.02967142749908,-0.963177130533337,-0.260160240919495,0.262993819041966
"72",-0.0332986328177116,-0.0263148804773943,0.00869644925206237,-0.0758009870160566,-0.0626346132643984,-0.0190942839285521,0.0573512365918572,0.26436198569264,1.07855676256166,-0.963177130533337,0.156606620147054,-0.478526623301437
"73",-0.0336360172425546,-0.0268045400746972,0.00842281124541244,-0.0770437478624429,-0.0557979035550178,0.0159938451541056,-0.0800975416526467,0.851145418701201,-0.01321572050248,-0.963177130533337,0.349554241011197,0.793760700462568
"74",-0.024891360065164,-0.000515802554217048,0.0121105114338121,-0.0290565711968694,0.23123413618346,-1.79347903845185e-07,-1.09537347298383e-05,0.146911338573233,1.07855676256166,-0.963177130533337,0.0832865242186797,-0.404081688120957
"75",0.0192526213393726,0.0176034995406821,-0.0917654991456303,-0.00165038356571819,-0.161534518380767,-0.00397400530782345,0.0064000471273837,-1.02759513262084,0.328981624935534,0.704870536435761,-0.784977769669964,1.14648353622296
"76",0.0196260649128304,-0.00226465146818613,-0.0823638952006648,0.00718790596642737,0.00513624488777757,-1.72115779356341e-06,-2.42276267812573e-05,-0.557792544143212,0.328981624935534,0.704870536435761,-0.746388245497135,-0.292006274776502
"77",0.0193346122508676,-0.023043446749665,-0.0728916939120405,0.0173509162887446,0.0957126639679175,0.206587729076916,0.0032244654192853,-0.322891249904397,0.198620731435338,0.519531906772528,-0.784977769669964,0.124438138651557
"78",0.0193288332686132,-0.0226540380950307,-0.0729738713795098,0.0169549683742532,0.0950825143365704,-0.205229021889159,-0.00327723064787072,-0.79222403579355,0.0682598379351424,0.519531906772528,-0.784977769669964,-0.585141223670184
"79",0.115969588563375,-0.0433390779700015,0.030996790718327,-0.0638583710268095,0.0127461024706428,0.0194741760782529,-0.0672308102830335,-0.746183382122742,-0.713905523066032,0.704870536435761,-0.746388245497135,-0.00732162005621659
"80",0.116070785223296,-0.0433834398200782,0.031286552312315,-0.06407985453642,0.0144816333662598,-0.0193659525441665,0.0670133462515969,-0.392891835587564,-0.713905523066032,0.704870536435761,-0.746388245497135,0.635012573260098
"81",0.136273313325524,0.00384143123017153,0.070533701382396,-0.151933585736212,0.0204843456341442,-0.00483458581720887,0.0130141271196712,-0.510342482706972,-0.567249517878312,0.890209166098994,-0.823567293842793,0.062134695062378
"82",0.1363411642765,0.00385014385587364,0.0709037134561249,-0.152248525636458,0.0208259261058694,0.0417633130924708,-0.0408119356484138,-0.745713579534265,-0.567249517878312,0.704870536435761,-0.823567293842793,0.0750735684447582
"83",0.116239462994628,0.050461889679519,0.0897441226440512,-0.0824748695127473,-0.0355722846524628,-0.087450719411591,0.107359262331019,-0.980145071184602,-0.844266416566228,0.519531906772528,-0.746388245497135,0.193549033167652
"84",0.116048398086306,0.0504803950868085,0.0901163663418688,-0.0825548816158071,-0.0354317112656725,-0.00603055505643735,-0.00022554975581373,-0.862694424065195,-0.844266416566228,0.519531906772528,-0.746388245497135,1.08683386791339
"85",0.116063533274971,0.0505073238477143,0.0900561578948044,-0.0828515358959266,-0.0354694676043457,0.0574714680213288,-0.0796937544746495,-0.863164226653672,-0.844266416566228,0.519531906772528,-0.746388245497135,1.70134582224361
"86",0.0711036535004834,0.0389252832402721,0.136974248826157,-0.0503801634410376,-0.104842551436889,5.71337502757472e-05,9.15898709956825e-06,-0.745243776945787,-0.127281502315151,0.519531906772528,-0.823567293842793,0.295654526347499
"87",0.0852980376961489,0.0811590983177738,0.118561011682658,-0.072464067341728,0.219544409431776,0.000139389863061467,-9.52650395597161e-05,-0.393361638176042,-0.713905523066032,0.519531906772528,-0.823567293842793,-0.234310751652964
"88",0.0331200007264978,-0.0275003538591294,-0.0303620171998025,0.125731903043966,-0.000986700990431949,-0.230528185922637,0.0499745780011905,-0.745713579534265,0.198620731435338,0.519531906772528,-0.784977769669964,-0.312759173706471
"89",0.0325904650091026,-0.0276835651412338,-0.0310284355158722,0.126078857756716,-0.00167002461173344,0.00371042195426259,-0.0457175861761379,-0.745243776945787,0.198620731435338,0.519531906772528,-0.750247197914418,-1.07523293126481
"90",0.0326604567611509,-0.027789483327509,-0.0307820214925974,0.126337755319094,-0.00111833700796733,0.225753133057571,-0.0039020986934786,-0.863164226653672,0.0845549496226669,0.519531906772528,-0.746388245497135,-0.282883976257607
"91",-0.108995237161731,0.0994847715326347,0.150437962638801,0.211287600047844,-0.00375199522161932,-2.3675679398624e-05,1.33978664495827e-06,-0.7029615439828,0.557113188560875,-0.221822611880405,-0.862156818015621,-1.19527052218027
"92",-0.1233901879702,0.0776066172417097,0.16351331926183,0.204116035130854,-0.0129256292931404,2.32217125608407e-05,-3.59727887829863e-06,-0.796922061678326,0.736359417123644,-0.221822611880405,-0.823567293842793,-1.22617695745117
"93",0.0197539674267033,0.0414529596446873,0.18417936692704,-0.1380875101032,0.0188502630450087,0.126368245653401,0.0939044113020657,0.546243538779219,-0.192461949065249,0.334193277109295,-0.823567293842793,0.276871387693515
"94",0.0193026506490797,0.0415065462137767,0.184358059901811,-0.137602566161813,0.0178619325086797,-0.335110474252512,-0.162287680454486,-0.863164226653672,-0.0621010555650534,0.334193277109295,-0.839003103511924,0.192351411315983
"95",0.0188790226127161,0.041566115158525,0.184191577813449,-0.137602966151532,0.0167972545703607,0.207742106431904,0.069139433320505,-0.745713579534265,0.00307939118504451,0.334193277109295,-0.823567293842793,-0.210373201416807
"96",-0.00162765282147472,0.0646747547393943,0.180943489609564,-0.115895352062524,-0.0805782780137161,0.00369383483444385,-0.00695527166729718,-0.745243776945787,-0.176166837377725,0.334193277109295,-0.842862055929207,-2.11851714714643
"97",0.0225719409968044,0.0831844511018231,-0.0996626860101373,-0.0766943485661038,0.104708951973282,0.157066853039478,0.0061970675432842,-0.299870923068993,-0.453183736065641,0.890209166098994,-0.746388245497135,-0.315083822390487
"98",0.0224102696941282,0.0832570501652861,-0.0997014373066356,-0.0767683893670581,0.103526534145129,-0.157414720264323,-0.00619086242614059,-1.12155565031637,-0.453183736065641,0.890209166098994,-0.750247197914418,1.43798989912621
"99",0.0291593978714909,0.0935726332033477,-0.0922066482851629,-0.0856297406279862,-0.264956392931784,0.000804175706592007,0.000188304307507743,-0.886184553489076,-0.860561528253753,0.890209166098994,-0.746388245497135,1.41683126708029
"100",-0.0130696358146409,0.0125444864854517,-0.0372806485130834,-0.0683792046574213,-0.00812930759478491,-1.34255132557784e-07,8.65043365823102e-07,1.72028020738482,-1.023512645129,-0.777838500870104,0.874371769761666,0.450491832669257
"101",-0.00301413998949162,0.0170344142415359,-0.0365754299046998,-0.0590459086064939,0.0139711698605977,2.09966758349014e-07,3.17232345742682e-06,0.0764409503015883,-1.41459532562958,-0.963177130533337,0.920679198769061,-0.212926719178154
"102",-0.044668070657341,0.0539672562978248,-0.0213026435170746,-0.00425840168347798,0.0014747398396402,0.0198878785206956,-0.000751564597235031,-0.0410096968178192,-0.0458059438775289,-0.963177130533337,0.334118431342066,0.238464635883776
"103",-0.0444787506045604,0.0539666578644631,-0.0213927622178573,-0.00430569767102778,0.000600749640325867,0.0320721467902461,0.0145399449102487,-0.510812285295449,-0.0458059438775289,-0.963177130533337,0.357272145845763,1.69074678059714
"104",-0.0335232507837426,0.0332431064723774,-0.0299367895950187,-0.0389191458758387,0.0472331965845037,-0.103947082203718,0.0467216434349216,0.663694185898626,-0.1598717256902,-0.963177130533337,0.480758623198814,0.166161979949389
"105",-0.0239670207131582,0.00673492710023885,-0.0377315014438963,-0.0745184538233619,0.061081182458783,0.0578093631621701,0.0366004856725387,0.193891597420996,-0.1598717256902,-0.963177130533337,0.565655576379037,-0.0414332469571676
"106",-0.0449336763154905,0.0539258379273661,-0.0211632874327389,-0.00444920154480764,0.00452228811365045,-0.00079684517477882,-0.0384081215768191,0.310872441951926,-0.0458059438775289,-0.963177130533337,0.334118431342066,0.993210701443246
"107",0.121196099228593,0.0139436338066345,0.013731175360793,0.0700992585672474,-0.0476092664025597,0.00190029871081647,0.0254497168554772,1.485378913146,-1.26793932044186,-0.407161241543638,1.26412596390724,1.29349316459437
"108",0.121081516664134,0.0138060074365102,0.013751629526437,0.0695655981173294,-0.0470854663884545,0.000435279773407987,0.0214950546842127,1.36839806861507,-1.26793932044186,-0.407161241543638,1.43391987026768,1.2349663878957
"109",0.120554761775307,0.0133520645670973,0.0138256379855743,0.0676915504208331,-0.0449841614199304,-0.00239428818579895,-0.00583296643719994,1.83773085450422,-1.54495621912978,-0.0364839822171715,1.80052034990955,1.09739471739519
"110",0.120688171364876,0.0135123420936535,0.0138195019784538,0.0681530575466861,-0.0453458530088165,-0.00220396194472666,-0.0028437934627646,1.485378913146,-1.54495621912978,-0.0364839822171715,1.7233413015639,1.17001842698538
"111",0.119723075684817,0.0173218040982276,0.0119610157492187,0.0561031293678374,0.00596769876955083,3.66996714702396e-06,2.75042887216733e-06,1.72075000997329,-1.39830021394206,0.334193277109295,1.97031425627,0.146748349635685
"112",0.118391598505014,0.0205057781783617,0.0100309111304451,0.0440440357990721,-0.0222851157564034,-1.35833468743153e-05,3.05122626385994e-06,1.95518150162363,-1.7567926710676,0.519531906772528,1.98575006593913,1.38815956720074
"113",0.120939337148589,0.0140927531018579,0.0138206758554906,0.0695275090233859,-0.0458880733763119,0.000475021683970412,-0.0154862031562528,1.72028020738482,-0.9583321983789,-0.407161241543638,1.18308796314429,1.27331964104942
"114",0.12093672876043,0.0141842452829821,0.0138234683519986,0.0697050847113172,-0.0458570414352915,0.00140071307017562,-0.0215982095821667,1.36792826602659,-1.56125133081731,-0.407161241543638,1.42620196543312,0.388053235230355
"115",-0.207031746411371,0.0266658537723877,0.102327481113206,0.0684328435020803,-0.0222150734678374,4.04711695008444e-06,-2.59331579893002e-05,-0.327589275789174,2.20291946900085,-0.407161241543638,-0.784977769669964,-1.55722943059718
"116",-0.212386363996609,0.00588059050943182,0.104013865889698,0.0723317769482717,0.0178158330350358,-0.00751000128709381,0.190831719248747,-0.233628758093648,1.95849279368798,-0.407161241543638,-0.784977769669964,-1.0655479093422
"117",-0.206731472991354,0.0339518784240813,0.104357821841426,0.0802646422922749,-0.0298907310132474,0.00749711470001776,-0.190394654137335,-0.4215497934847,1.95849279368798,-0.407161241543638,-0.784977769669964,0.0416964556248998
"118",0.145198256431443,0.0608489700500375,0.00517786601969014,0.225740361305346,0.0883618613268963,-1.85283153684387e-05,-0.000495946343604188,0.893427651664187,1.306688326187,-0.777838500870104,0.168183477398903,-1.32266832586304
"119",0.157278852896699,0.0482407358820079,0.00481657602705185,0.202697697669633,0.0337077677308876,2.75724509510295e-06,4.62374441458836e-05,-0.233628758093648,1.01337631581156,-0.777838500870104,0.256939382996409,-0.651349229760149
"120",0.155700168150136,0.05168531676424,0.00613277524455895,0.188234436876803,-0.0439461128053217,-1.10395504177253e-07,-5.92557480683504e-05,-0.534302414719331,1.01337631581156,-0.777838500870104,0.233785668492711,0.869701215630128
"121",-0.0280872405242591,-0.0170137325737627,0.00497772282045788,0.196455200226827,-0.200692472047431,5.73427943139104e-05,0.000602874552641207,0.0294606914538253,1.50222966643729,-0.777838500870104,-0.669209197151478,-0.25563144734789
"122",-0.0283171048941498,-0.0336108974722748,-0.00365806650010467,0.209779301652519,0.0383777277540831,-5.6912198822548e-05,1.8330439979846e-05,-0.25289066422123,1.50222966643729,-0.777838500870104,-0.669209197151478,0.334224835423548
"123",-0.0853306064525738,-0.0712786061110917,-0.12897409796081,0.148262309386266,0.0531215216911301,0.158303867961976,-0.0499338887543701,-1.37947727139059,0.231210954810387,0.334193277109295,-0.669209197151478,0.421059943303788
"124",-0.0854176997860628,-0.0711987850607865,-0.129085196015007,0.148298629246158,0.0529841269213633,-0.159061996257272,0.0498055232127612,-1.19155623599954,0.231210954810387,0.334193277109295,-0.707798721324307,-2.2509676359637
