"","PCNM7","PCNM10","PCNM8","PCNM4","PCNM5"
"31",0.0362591385428408,0.0662612308014713,0.000652273709183292,-0.0800364585176723,0.0884423886182698
"32",-0.0216912170049658,-0.00663212992412297,0.0382690363105407,0.0245865006634673,0.0157167706276409
"33",0.096917499283738,0.0728845196916209,-0.0416442462609506,0.00628797524144953,-0.00435822338767512
"34",-0.0220890715416746,-0.00678541390177657,0.0382190226809243,0.024889125586022,0.015341300424458
"35",-0.114865004730179,-0.04471467681694,0.0713113981128624,0.0550788955302139,0.0239745991254306
"36",-0.109458280062875,-0.0546272968617416,0.0633911420258864,0.00943625451992769,0.0375441933554586
"37",-0.0946830396324347,-0.0545311802697515,0.0852935793143599,0.00390017522226856,0.0453885905337373
"38",-0.110002743840367,-0.0546257624196864,0.063606862664199,0.00930722563480997,0.0377320168268568
"39",-0.0870525744456696,-0.0443992767576927,0.0616145688949731,-0.010982296936293,0.0593697025678109
"40",0.0120552987983493,0.0358318344251815,-0.146783755348399,-0.169022678559943,0.132917415620915
"41",0.0180429971380526,0.0390876974074546,-0.161463963624424,-0.163671124009901,0.121773160643406
"42",-0.0160615543287131,0.0112981218802567,-0.100530237523547,-0.17314702287691,0.1512422277972
"43",-0.0159806397562692,0.0112361435183285,-0.100697922661591,-0.173065784140185,0.151088019997377
"44",0.0843331985411604,-0.0285689884605134,-0.0796390402543072,0.0916247980734761,-0.105811781638777
"45",0.0669579119227687,-0.0642682633631327,-0.0558231323389086,0.0995330979142639,-0.0932210269428822
"46",0.0666286846638998,-0.0925632354322652,-0.0884008955851408,0.104220757720879,-0.126609264675538
"47",0.0429954528646511,-0.0500747890650374,0.0113346479069068,0.104631286593616,-0.0472191795387708
"48",0.0497447863611055,0.0290889893833217,0.0161846484233244,-0.0571773728247504,0.0639340791615587
"49",0.0523901720755496,0.0399172834263896,-0.0150925405306032,-0.0697769935729181,0.0751349280625592
"50",0.048008960296267,0.0191800521910547,0.0449206294257995,-0.0439849081011983,0.0516090512871617
"51",0.0979233182009943,0.0518267366076146,-0.0180388520343162,-0.0311867789490161,0.0327773419069927
"52",0.0240692639139268,0.0431552296434239,-0.0666134488312287,0.0260457768632195,-0.0357671737428296
"53",-0.0446382968825446,0.000185892750952856,-0.0569032987311931,0.035950718931765,-0.0430400396796397
"54",0.054391415875804,-0.0736256635472473,0.0637762614017908,0.0487521821889678,-0.00560126984720569
"55",0.0556745199694798,-0.074441710149764,0.0666143023272241,0.0574436206161759,-0.00335860887018171
"56",0.0871419380961075,-0.0656768936985876,-0.0488867927192992,0.102054594123588,0.0282453539415994
"57",0.0912332439921514,-0.0682698144499266,-0.0789618795674612,0.113309297999468,0.0384945243912129
"58",-0.00755192350444821,0.0292083985362305,-0.0821012494453109,0.0345114823233842,-0.0502375952724159
"59",-0.00754421286085389,0.0291499807589303,-0.0824269664311214,0.0345965146109042,-0.0505937582680846
"60",-0.0445732768331392,-3.97977245509838e-05,-0.0583941196312336,0.0363422381077081,-0.0446509473188261
"61",-0.00616293728573689,0.0205491638786872,-0.0988309649930261,0.0466403183253543,-0.0560964691192527
"62",-0.0479801476316464,-0.0175594640476534,0.100365335930293,0.0369448307862732,0.0522688639881171
"63",-0.114456524289705,-0.0445765490674929,0.0716440441552211,0.0544150683897805,0.0247206913505828
"64",-0.114474499855672,-0.0446032018532179,0.0718687494332555,0.0543129614342779,0.0248466263172983
"65",-0.0822516576798471,-0.0305448971248654,0.0859629062474489,0.045723305592705,0.0386547554648382
"66",-0.0479170962458887,-0.0175213325167412,0.100147027340852,0.0370346240940584,0.0521471424463455
"67",0.0472587728772257,0.105422998934753,0.0419108897935627,-0.0155880750236119,0.0649669939102639
"68",0.0417870273791171,-0.00613007288801894,-0.0468003719010414,0.0467573426131868,-0.0483758696756979
"69",0.0423059969205835,0.0294822865392546,-0.0965232376296551,0.0485760833684994,-0.0555287041762726
"70",-0.0762136457106531,-0.0267652682422556,-0.028942826355304,0.0365999560568814,-0.0356631790914894
"71",-0.0767820247397929,-0.0269138090744909,-0.0278486671542432,0.0368420239463358,-0.0353015176948224
"72",-0.0758009870160566,-0.0263148804773943,-0.0274396304188164,0.0356795735456044,-0.0332986328177116
"73",-0.0770437478624429,-0.0268045400746972,-0.0260163391457195,0.0365193885135861,-0.0336360172425546
"74",-0.0290565711968694,-0.000515802554217048,-0.0252410102126952,0.0279146114218983,-0.024891360065164
"75",-0.00165038356571819,0.0176034995406821,0.00761145668374888,0.105945536928581,0.0192526213393726
"76",0.00718790596642737,-0.00226465146818613,0.0194104441131356,0.110523003433757,0.0196260649128304
"77",0.0173509162887446,-0.023043446749665,0.0318859643579163,0.114269152547015,0.0193346122508676
"78",0.0169549683742532,-0.0226540380950307,0.0316870718387494,0.114248329755305,0.0193288332686132
"79",-0.0638583710268095,-0.0433390779700015,0.0425290778514092,0.130446456089736,0.115969588563375
"80",-0.06407985453642,-0.0433834398200782,0.0424828764990817,0.130467877196197,0.116070785223296
"81",-0.151933585736212,0.00384143123017153,-0.0507038864531893,0.115436765065945,0.136273313325524
"82",-0.152248525636458,0.00385014385587364,-0.0504825931683797,0.115381788239167,0.1363411642765
"83",-0.0824748695127473,0.050461889679519,-0.118674455934861,0.125301808048407,0.116239462994628
"84",-0.0825548816158071,0.0504803950868085,-0.118445368025085,0.124863664086648,0.116048398086306
"85",-0.0828515358959266,0.0505073238477143,-0.118296588277855,0.124729585447055,0.116063533274971
"86",-0.0503801634410376,0.0389252832402721,-0.0279660830432463,0.0721845078885809,0.0711036535004834
"87",-0.072464067341728,0.0811590983177738,-0.0647533055381692,0.0959939941689473,0.0852980376961489
"88",0.125731903043966,-0.0275003538591294,-0.0425101776896591,0.138492674767679,0.0331200007264978
"89",0.126078857756716,-0.0276835651412338,-0.0413531210794487,0.138143364049151,0.0325904650091026
"90",0.126337755319094,-0.027789483327509,-0.0416323672720425,0.138212048563497,0.0326604567611509
"91",0.211287600047844,0.0994847715326347,-0.188863878680602,0.0749607224598509,-0.108995237161731
"92",0.204116035130854,0.0776066172417097,-0.175626014162942,0.0639068485243935,-0.1233901879702
"93",-0.1380875101032,0.0414529596446873,0.108102360258057,-0.0383561989718767,0.0197539674267033
"94",-0.137602566161813,0.0415065462137767,0.108687177789627,-0.038687379204093,0.0193026506490797
"95",-0.137602966151532,0.041566115158525,0.109643644199079,-0.0392534710352998,0.0188790226127161
"96",-0.115895352062524,0.0646747547393943,0.0944047608568086,-0.0587335564105886,-0.00162765282147472
"97",-0.0766943485661038,0.0831844511018231,-0.0176192935221589,0.0860167409079529,0.0225719409968044
"98",-0.0767683893670581,0.0832570501652861,-0.0176052277755552,0.0858204487885997,0.0224102696941282
"99",-0.0856297406279862,0.0935726332033477,-0.0235429572354152,0.0913516719049997,0.0291593978714909
"100",-0.0683792046574213,0.0125444864854517,0.102525996035648,0.0645698167637365,-0.0130696358146409
"101",-0.0590459086064939,0.0170344142415359,0.105512934767654,0.0603408935158204,-0.00301413998949162
"102",-0.00425840168347798,0.0539672562978248,0.0243205475685532,0.079717223086939,-0.044668070657341
"103",-0.00430569767102778,0.0539666578644631,0.024678916253374,0.0795581858564694,-0.0444787506045604
"104",-0.0389191458758387,0.0332431064723774,0.0585735567732296,0.0747066287502899,-0.0335232507837426
"105",-0.0745184538233619,0.00673492710023885,0.0946438922972635,0.0691502434059621,-0.0239670207131582
"106",-0.00444920154480764,0.0539258379273661,0.0238388240224207,0.0799764234938157,-0.0449336763154905
"107",0.0700992585672474,0.0139436338066345,-0.00116331582330323,-0.0681403348636783,0.121196099228593
"108",0.0695655981173294,0.0138060074365102,-0.00129167751794578,-0.0679544250102062,0.121081516664134
"109",0.0676915504208331,0.0133520645670973,-0.0019233605221329,-0.0672712210762502,0.120554761775307
"110",0.0681530575466861,0.0135123420936535,-0.00184153571870805,-0.0674174293327971,0.120688171364876
"111",0.0561031293678374,0.0173218040982276,0.0177065893045235,-0.0623273036774464,0.119723075684817
"112",0.0440440357990721,0.0205057781783617,0.0371607875528135,-0.0574274710313606,0.118391598505014
"113",0.0695275090233859,0.0140927531018579,-0.00192033881325285,-0.0677853329210051,0.120939337148589
"114",0.0697050847113172,0.0141842452829821,-0.00199470365822646,-0.067820486632541,0.12093672876043
"115",0.0684328435020803,0.0266658537723877,-0.167740960986763,-0.0958271894021866,-0.207031746411371
"116",0.0723317769482717,0.00588059050943182,-0.164416795734657,-0.0847581672928921,-0.212386363996609
"117",0.0802646422922749,0.0339518784240813,-0.157026826034758,-0.0856778579598945,-0.206731472991354
"118",0.225740361305346,0.0608489700500375,0.0246240477047213,-0.128728082790638,0.145198256431443
"119",0.202697697669633,0.0482407358820079,0.0773517873702964,-0.119861425617811,0.157278852896699
"120",0.188234436876803,0.05168531676424,0.0765410285721145,-0.112648824952522,0.155700168150136
"121",0.196455200226827,-0.0170137325737627,0.0217573085593633,0.0495706713410537,-0.0280872405242591
"122",0.209779301652519,-0.0336108974722748,0.069843988070213,0.0482408569218708,-0.0283171048941498
"123",0.148262309386266,-0.0712786061110917,0.137394549705192,-0.0115888632291782,-0.0853306064525738
"124",0.148298629246158,-0.0711987850607865,0.137430676465081,-0.0115472931434603,-0.0854176997860628
"125",-0.00813476492216575,-0.490145838524538,-0.0702772915372007,-0.0794727757877838,0.0145073041736749
"126",-0.0361733691706498,-0.508871073717936,-0.106566630173923,-0.0887168663463329,0.00584251484130618
"127",-0.00813453227074355,-0.49014063645234,-0.0702765163821638,-0.0794725280503044,0.0145072848129964
