"","PCNM7","PCNM10","PCNM8","PCNM4","PCNM5"
"1",0.12341746538846,-0.0331340075709584,0.155634444492296,0.0335981705456401,-0.0605114069231723
"2",0.0880071255589574,-0.0237334635197287,0.14242416195771,0.0298840046574949,-0.0584246494691944
"3",0.0880674253683875,-0.0236618631666805,0.142533033470172,0.0293458374066663,-0.0588475047774486
"4",0.0879940555973848,-0.0235409741960146,0.142522953309712,0.0293289817006766,-0.0589108864396483
"5",-0.0755305532163138,0.0631575728164553,0.00605916226624191,-0.0600094907413436,-0.12481000335092
"6",-0.075454060200756,0.0631239799122394,0.0061720109766556,-0.0599868498697435,-0.124825951199813
"7",-0.0763316170764288,0.0629747327506698,0.00453018478528984,-0.060742254133385,-0.125011349068464
"8",-0.00991277449253582,0.0400235451227753,-0.0153303482055604,-0.0290993097153578,-0.116486281357633
"9",-0.00921777369215955,0.039782897987017,-0.0146952235782752,-0.0287802608023182,-0.116414777004401
"10",-0.00937787404675265,0.0399971090453049,-0.0148578940216765,-0.0287066771102656,-0.116325452184886
"11",-0.00849929845198961,0.0397004025825148,-0.0140582290358851,-0.0282902049580037,-0.116208861400255
"12",-0.161027459442815,0.065618444698787,-0.170952196045627,-0.120401849540499,-0.100732081148471
"13",-0.16116776717261,0.065955717709429,-0.170966569688269,-0.120475406562542,-0.100998972703586
"14",-0.160713170858329,0.0649800384383978,-0.170861876163437,-0.120248934946085,-0.10022605487124
"15",-0.167047732717265,-0.07020887880448,-0.191169544789846,-0.126850127648592,-0.100192382993917
"16",-0.0618744425950655,-0.00592177688071493,0.204028705535924,-0.164788275776384,-0.113474585029027
"17",-0.0213702730302839,0.00768853332331481,0.15614034595729,-0.147443598236979,-0.115665878840035
"18",-0.0616885563853487,-0.00593903978845213,0.203685691101084,-0.164793457056938,-0.113547167191518
"19",-0.0615182678026877,-0.00596116197495706,0.203382345906357,-0.164799938990374,-0.1136237643707
"20",0.0178553684505575,0.038116562295813,0.0924515155374107,-0.126086841379547,-0.114239661891544
"21",0.0177069682315718,0.0381583084526614,0.092616652408762,-0.125997441374905,-0.114090210743125
"22",0.0174460155912529,0.0380693488341282,0.0929339190550204,-0.126194376075689,-0.114125950078881
"23",-0.00763177771405905,0.0261303423343877,0.0138294273851826,0.080553137521605,-0.0510999978354609
"24",-0.00796082036563682,0.0260030381927882,0.0133982852762019,0.0808379463670512,-0.0513671425010706
"25",-0.000384446561522,0.0541095241294321,0.0215938502759212,0.079729190628462,-0.0456762969672286
"26",-0.000817127826462622,0.0540565440823341,0.0212009472035076,0.080024378873474,-0.0459217935619476
"27",-0.0164596248374842,0.0115398711291135,-0.100293959368687,-0.173325105989534,0.151556241524848
"28",-0.0163860706167769,0.0115151051555416,-0.100469991509289,-0.173304419825713,0.151484992171064
"29",0.0106552946127789,0.0908830367018974,0.0251647825273769,-0.0946781952629025,0.10615074337314
"30",0.0360972745158865,0.0662186627826322,0.000476481500935004,-0.0801751920028586,0.0885229145228391
