cwm,plot,traits,forest_type,longitude,latitude
205822.1421,F43P1,af,P. macroloba,-84.0015353,10.323204
13.08894737,F43P1,afe,P. macroloba,-84.0015353,10.323204
429.3147368,F43P1,cfms,P. macroloba,-84.0015353,10.323204
0.563157895,F43P1,dm,P. macroloba,-84.0015353,10.323204
22.80894737,F43P1,n,P. macroloba,-84.0015353,10.323204
0.994210526,F43P1,p,P. macroloba,-84.0015353,10.323204
368930.0332,F43P2,af,Q. paraensis,-84.008256,10.3241874
13.11136364,F43P2,afe,Q. paraensis,-84.008256,10.3241874
410.5209091,F43P2,cfms,Q. paraensis,-84.008256,10.3241874
0.574090909,F43P2,dm,Q. paraensis,-84.008256,10.3241874
22.56681818,F43P2,n,Q. paraensis,-84.008256,10.3241874
0.960454545,F43P2,p,Q. paraensis,-84.008256,10.3241874
402727.6705,F43P3,af,P. macroloba,-83.9987572,10.324131
15.3665,F43P3,afe,P. macroloba,-83.9987572,10.324131
405.5035,F43P3,cfms,P. macroloba,-83.9987572,10.324131
0.538,F43P3,dm,P. macroloba,-83.9987572,10.324131
23.3055,F43P3,n,P. macroloba,-83.9987572,10.324131
0.974,F43P3,p,P. macroloba,-83.9987572,10.324131
674444.1782,F44P1,af,Q. paraensis,-84.1155173,10.6638577
11.37529412,F44P1,afe,Q. paraensis,-84.1155173,10.6638577
415.11,F44P1,cfms,Q. paraensis,-84.1155173,10.6638577
0.537647059,F44P1,dm,Q. paraensis,-84.1155173,10.6638577
20.62294118,F44P1,n,Q. paraensis,-84.1155173,10.6638577
0.954117647,F44P1,p,Q. paraensis,-84.1155173,10.6638577
694868.3076,F44P2,af,Q. paraensis,-84.1127646,10.6662797
14.00117647,F44P2,afe,Q. paraensis,-84.1127646,10.6662797
402.8082353,F44P2,cfms,Q. paraensis,-84.1127646,10.6662797
0.511764706,F44P2,dm,Q. paraensis,-84.1127646,10.6662797
24.80823529,F44P2,n,Q. paraensis,-84.1127646,10.6662797
1.132352941,F44P2,p,Q. paraensis,-84.1127646,10.6662797
758956.8,F44P3,af,P. macroloba,-84.1107653,10.6536999
11.416,F44P3,afe,P. macroloba,-84.1107653,10.6536999
434.716,F44P3,cfms,P. macroloba,-84.1107653,10.6536999
0.599333333,F44P3,dm,P. macroloba,-84.1107653,10.6536999
22.692,F44P3,n,P. macroloba,-84.1107653,10.6536999
1.036666667,F44P3,p,P. macroloba,-84.1107653,10.6536999
809151.3157,F44P4,af,P. macroloba,-84.1111978,10.6581828
12.295,F44P4,afe,P. macroloba,-84.1111978,10.6581828
437.0914286,F44P4,cfms,P. macroloba,-84.1111978,10.6581828
0.540714286,F44P4,dm,P. macroloba,-84.1111978,10.6581828
20.76857143,F44P4,n,P. macroloba,-84.1111978,10.6581828
0.92,F44P4,p,P. macroloba,-84.1111978,10.6581828
629693.925,F45P1,af,Q. paraensis,-84.0843067,10.7026788
12.55222222,F45P1,afe,Q. paraensis,-84.0843067,10.7026788
414.6594444,F45P1,cfms,Q. paraensis,-84.0843067,10.7026788
0.579444444,F45P1,dm,Q. paraensis,-84.0843067,10.7026788
22.35944444,F45P1,n,Q. paraensis,-84.0843067,10.7026788
0.953333333,F45P1,p,Q. paraensis,-84.0843067,10.7026788
564765.4443,F45P2,af,P. macroloba,-84.0823594,10.700078
13.07142857,F45P2,afe,P. macroloba,-84.0823594,10.700078
415.0480952,F45P2,cfms,P. macroloba,-84.0823594,10.700078
0.566666667,F45P2,dm,P. macroloba,-84.0823594,10.700078
22.72142857,F45P2,n,P. macroloba,-84.0823594,10.700078
1.054285714,F45P2,p,P. macroloba,-84.0823594,10.700078
578490.3079,F46P1,af,Q. paraensis,-84.0719112,10.7516056
10.65142857,F46P1,afe,Q. paraensis,-84.0719112,10.7516056
437.0307143,F46P1,cfms,Q. paraensis,-84.0719112,10.7516056
0.629285714,F46P1,dm,Q. paraensis,-84.0719112,10.7516056
20.91857143,F46P1,n,Q. paraensis,-84.0719112,10.7516056
0.807142857,F46P1,p,Q. paraensis,-84.0719112,10.7516056
820219.9929,F46P2,af,Q. paraensis,-84.0690556,10.7494203
12.87714286,F46P2,afe,Q. paraensis,-84.0690556,10.7494203
400.5935714,F46P2,cfms,Q. paraensis,-84.0690556,10.7494203
0.524285714,F46P2,dm,Q. paraensis,-84.0690556,10.7494203
23.63214286,F46P2,n,Q. paraensis,-84.0690556,10.7494203
1.145,F46P2,p,Q. paraensis,-84.0690556,10.7494203
756352.9107,F47P1,af,P. macroloba,-84.0511006,10.7091117
12.824,F47P1,afe,P. macroloba,-84.0511006,10.7091117
418.3286667,F47P1,cfms,P. macroloba,-84.0511006,10.7091117
0.521333333,F47P1,dm,P. macroloba,-84.0511006,10.7091117
21.30733333,F47P1,n,P. macroloba,-84.0511006,10.7091117
0.929333333,F47P1,p,P. macroloba,-84.0511006,10.7091117
675469.3465,F47P2,af,Q. paraensis,-84.0470962,10.7077556
12.05941176,F47P2,afe,Q. paraensis,-84.0470962,10.7077556
420.1376471,F47P2,cfms,Q. paraensis,-84.0470962,10.7077556
0.53,F47P2,dm,Q. paraensis,-84.0470962,10.7077556
21.71117647,F47P2,n,Q. paraensis,-84.0470962,10.7077556
0.962352941,F47P2,p,Q. paraensis,-84.0470962,10.7077556
756992.2167,F47P3,af,Q. paraensis,-84.0467599,10.7113552
11.15866667,F47P3,afe,Q. paraensis,-84.0467599,10.7113552
427.4186667,F47P3,cfms,Q. paraensis,-84.0467599,10.7113552
0.558,F47P3,dm,Q. paraensis,-84.0467599,10.7113552
21.43066667,F47P3,n,Q. paraensis,-84.0467599,10.7113552
0.974666667,F47P3,p,Q. paraensis,-84.0467599,10.7113552
548176,F48P1,af,Q. paraensis,-84.0353032,10.6904144
10.02857143,F48P1,afe,Q. paraensis,-84.0353032,10.6904144
422.3371429,F48P1,cfms,Q. paraensis,-84.0353032,10.6904144
0.528571429,F48P1,dm,Q. paraensis,-84.0353032,10.6904144
21.92642857,F48P1,n,Q. paraensis,-84.0353032,10.6904144
0.846428571,F48P1,p,Q. paraensis,-84.0353032,10.6904144
573174.296,F48P2,af,P. macroloba,-84.0381514,10.6904685
13.5915,F48P2,afe,P. macroloba,-84.0381514,10.6904685
421.702,F48P2,cfms,P. macroloba,-84.0381514,10.6904685
0.5135,F48P2,dm,P. macroloba,-84.0381514,10.6904685
21.858,F48P2,n,P. macroloba,-84.0381514,10.6904685
0.9565,F48P2,p,P. macroloba,-84.0381514,10.6904685
905777.63,F49P1,af,P. macroloba,-84.1005513,10.6399875
11.91692308,F49P1,afe,P. macroloba,-84.1005513,10.6399875
432.9223077,F49P1,cfms,P. macroloba,-84.1005513,10.6399875
0.483076923,F49P1,dm,P. macroloba,-84.1005513,10.6399875
21.75153846,F49P1,n,P. macroloba,-84.1005513,10.6399875
0.913846154,F49P1,p,P. macroloba,-84.1005513,10.6399875
719326.0206,F49P2,af,P. macroloba,-84.1039852,10.6388814
14.7975,F49P2,afe,P. macroloba,-84.1039852,10.6388814
405.43625,F49P2,cfms,P. macroloba,-84.1039852,10.6388814
0.471875,F49P2,dm,P. macroloba,-84.1039852,10.6388814
21.95625,F49P2,n,P. macroloba,-84.1039852,10.6388814
1.024375,F49P2,p,P. macroloba,-84.1039852,10.6388814
808274.8221,F49P3,af,P. macroloba,-84.1027717,10.6359353
13.66,F49P3,afe,P. macroloba,-84.1027717,10.6359353
414.7528571,F49P3,cfms,P. macroloba,-84.1027717,10.6359353
0.509285714,F49P3,dm,P. macroloba,-84.1027717,10.6359353
22.925,F49P3,n,P. macroloba,-84.1027717,10.6359353
1.044285714,F49P3,p,P. macroloba,-84.1027717,10.6359353
1027618.047,F4P1,af,P. macroloba,-84.039014,10.5296889
11.31363636,F4P1,afe,P. macroloba,-84.039014,10.5296889
431.3936364,F4P1,cfms,P. macroloba,-84.039014,10.5296889
0.492727273,F4P1,dm,P. macroloba,-84.039014,10.5296889
22.71363636,F4P1,n,P. macroloba,-84.039014,10.5296889
0.995454545,F4P1,p,P. macroloba,-84.039014,10.5296889
810354.5621,F4P2,af,P. macroloba,-84.0355138,10.531299
13.54785714,F4P2,afe,P. macroloba,-84.0355138,10.531299
412.98,F4P2,cfms,P. macroloba,-84.0355138,10.531299
0.487857143,F4P2,dm,P. macroloba,-84.0355138,10.531299
22.84142857,F4P2,n,P. macroloba,-84.0355138,10.531299
1.002857143,F4P2,p,P. macroloba,-84.0355138,10.531299
701351.4719,F50P1,af,Q. paraensis,-84.0064314,10.6851905
12.58625,F50P1,afe,Q. paraensis,-84.0064314,10.6851905
401.69,F50P1,cfms,Q. paraensis,-84.0064314,10.6851905
0.5075,F50P1,dm,Q. paraensis,-84.0064314,10.6851905
21.610625,F50P1,n,Q. paraensis,-84.0064314,10.6851905
0.956875,F50P1,p,Q. paraensis,-84.0064314,10.6851905
754179.3753,F50P2,af,P. macroloba,-84.0049931,10.6782238
12.31733333,F50P2,afe,P. macroloba,-84.0049931,10.6782238
432.0186667,F50P2,cfms,P. macroloba,-84.0049931,10.6782238
0.541333333,F50P2,dm,P. macroloba,-84.0049931,10.6782238
21.212,F50P2,n,P. macroloba,-84.0049931,10.6782238
0.902,F50P2,p,P. macroloba,-84.0049931,10.6782238
334047.4322,F50P3,af,Q. paraensis,-84.001291,10.680545
11.35111111,F50P3,afe,Q. paraensis,-84.001291,10.680545
430.7588889,F50P3,cfms,Q. paraensis,-84.001291,10.680545
0.656111111,F50P3,dm,Q. paraensis,-84.001291,10.680545
21.51777778,F50P3,n,Q. paraensis,-84.001291,10.680545
0.825555556,F50P3,p,Q. paraensis,-84.001291,10.680545
1037635.998,F50P4,af,P. macroloba,-83.9983157,10.6781559
12.76666667,F50P4,afe,P. macroloba,-83.9983157,10.6781559
425.8155556,F50P4,cfms,P. macroloba,-83.9983157,10.6781559
0.53,F50P4,dm,P. macroloba,-83.9983157,10.6781559
22.33111111,F50P4,n,P. macroloba,-83.9983157,10.6781559
1.01,F50P4,p,P. macroloba,-83.9983157,10.6781559
522085.9686,F51P1,af,Q. paraensis,-84.1176438,10.721962
13.80136364,F51P1,afe,Q. paraensis,-84.1176438,10.721962
419.1345455,F51P1,cfms,Q. paraensis,-84.1176438,10.721962
0.612272727,F51P1,dm,Q. paraensis,-84.1176438,10.721962
22.57954545,F51P1,n,Q. paraensis,-84.1176438,10.721962
0.964090909,F51P1,p,Q. paraensis,-84.1176438,10.721962
748602.3313,F51P2,af,Q. paraensis,-84.1187313,10.7257107
10.09466667,F51P2,afe,Q. paraensis,-84.1187313,10.7257107
430.1273333,F51P2,cfms,Q. paraensis,-84.1187313,10.7257107
0.604,F51P2,dm,Q. paraensis,-84.1187313,10.7257107
20.488,F51P2,n,Q. paraensis,-84.1187313,10.7257107
0.865333333,F51P2,p,Q. paraensis,-84.1187313,10.7257107
585146.2335,F51P3,af,Q. paraensis,-84.1158291,10.728447
10.9845,F51P3,afe,Q. paraensis,-84.1158291,10.728447
438.086,F51P3,cfms,Q. paraensis,-84.1158291,10.728447
0.5645,F51P3,dm,Q. paraensis,-84.1158291,10.728447
21.2165,F51P3,n,Q. paraensis,-84.1158291,10.728447
0.85,F51P3,p,Q. paraensis,-84.1158291,10.728447
222409.64,F52P1,af,Foothills,-84.0632124,10.3217756
15.041875,F52P1,afe,Foothills,-84.0632124,10.3217756
367.90125,F52P1,cfms,Foothills,-84.0632124,10.3217756
0.498125,F52P1,dm,Foothills,-84.0632124,10.3217756
25.045,F52P1,n,Foothills,-84.0632124,10.3217756
1.251875,F52P1,p,Foothills,-84.0632124,10.3217756
54471.35455,F52P2,af,Foothills,-84.060733,10.3265391
16.99727273,F52P2,afe,Foothills,-84.060733,10.3265391
388.8013636,F52P2,cfms,Foothills,-84.060733,10.3265391
0.522727273,F52P2,dm,Foothills,-84.060733,10.3265391
21.83409091,F52P2,n,Foothills,-84.060733,10.3265391
1.136818182,F52P2,p,Foothills,-84.060733,10.3265391
438419.7456,F52P3,af,Q. paraensis,-84.0592819,10.353147
13.80666667,F52P3,afe,Q. paraensis,-84.0592819,10.353147
417.0761111,F52P3,cfms,Q. paraensis,-84.0592819,10.353147
0.548888889,F52P3,dm,Q. paraensis,-84.0592819,10.353147
24.51111111,F52P3,n,Q. paraensis,-84.0592819,10.353147
1.03,F52P3,p,Q. paraensis,-84.0592819,10.353147
754471.3663,F52P4,af,Foothills,-84.0607413,10.3511647
13.71375,F52P4,afe,Foothills,-84.0607413,10.3511647
388.005625,F52P4,cfms,Foothills,-84.0607413,10.3511647
0.444375,F52P4,dm,Foothills,-84.0607413,10.3511647
24.57875,F52P4,n,Foothills,-84.0607413,10.3511647
1.185625,F52P4,p,Foothills,-84.0607413,10.3511647
394853.5219,F52P5,af,Q. paraensis,-84.0620738,10.3461831
11.70809524,F52P5,afe,Q. paraensis,-84.0620738,10.3461831
428.1314286,F52P5,cfms,Q. paraensis,-84.0620738,10.3461831
0.607142857,F52P5,dm,Q. paraensis,-84.0620738,10.3461831
21.91,F52P5,n,Q. paraensis,-84.0620738,10.3461831
0.938095238,F52P5,p,Q. paraensis,-84.0620738,10.3461831
401476.7067,F52P6,af,Q. paraensis,-84.0627015,10.3433803
14.70380952,F52P6,afe,Q. paraensis,-84.0627015,10.3433803
397.3585714,F52P6,cfms,Q. paraensis,-84.0627015,10.3433803
0.534761905,F52P6,dm,Q. paraensis,-84.0627015,10.3433803
22.63571429,F52P6,n,Q. paraensis,-84.0627015,10.3433803
0.948571429,F52P6,p,Q. paraensis,-84.0627015,10.3433803
526571.8067,F52P7,af,Q. paraensis,-84.0564418,10.3544846
11.95333333,F52P7,afe,Q. paraensis,-84.0564418,10.3544846
424.5953333,F52P7,cfms,Q. paraensis,-84.0564418,10.3544846
0.556666667,F52P7,dm,Q. paraensis,-84.0564418,10.3544846
22.58133333,F52P7,n,Q. paraensis,-84.0564418,10.3544846
0.926,F52P7,p,Q. paraensis,-84.0564418,10.3544846
647433.8547,F53P1,af,Foothills,-83.97431,10.195508
14.30333333,F53P1,afe,Foothills,-83.97431,10.195508
384.388,F53P1,cfms,Foothills,-83.97431,10.195508
0.457333333,F53P1,dm,Foothills,-83.97431,10.195508
26.24733333,F53P1,n,Foothills,-83.97431,10.195508
1.24,F53P1,p,Foothills,-83.97431,10.195508
793275.8609,F53P2,af,Foothills,-83.9771867,10.197071
13.64,F53P2,afe,Foothills,-83.9771867,10.197071
394.1772727,F53P2,cfms,Foothills,-83.9771867,10.197071
0.436363636,F53P2,dm,Foothills,-83.9771867,10.197071
24.11,F53P2,n,Foothills,-83.9771867,10.197071
1.197272727,F53P2,p,Foothills,-83.9771867,10.197071
362508.1994,F54P1,af,Foothills,-83.9857582,10.2071333
15.549375,F54P1,afe,Foothills,-83.9857582,10.2071333
379.575625,F54P1,cfms,Foothills,-83.9857582,10.2071333
0.489375,F54P1,dm,Foothills,-83.9857582,10.2071333
25.065625,F54P1,n,Foothills,-83.9857582,10.2071333
1.244375,F54P1,p,Foothills,-83.9857582,10.2071333
350437.1171,F54P2,af,Foothills,-83.9832377,10.2066237
14.00882353,F54P2,afe,Foothills,-83.9832377,10.2066237
409.2294118,F54P2,cfms,Foothills,-83.9832377,10.2066237
0.483529412,F54P2,dm,Foothills,-83.9832377,10.2066237
21.72823529,F54P2,n,Foothills,-83.9832377,10.2066237
1.135294118,F54P2,p,Foothills,-83.9832377,10.2066237
455623.4254,F54P3,af,Foothills,-83.9939764,10.2115909
16.30538462,F54P3,afe,Foothills,-83.9939764,10.2115909
385.6530769,F54P3,cfms,Foothills,-83.9939764,10.2115909
0.446153846,F54P3,dm,Foothills,-83.9939764,10.2115909
23.70692308,F54P3,n,Foothills,-83.9939764,10.2115909
1.257692308,F54P3,p,Foothills,-83.9939764,10.2115909
258175.0009,F54P4,af,Foothills,-83.9963882,10.2130948
15.17909091,F54P4,afe,Foothills,-83.9963882,10.2130948
380.3881818,F54P4,cfms,Foothills,-83.9963882,10.2130948
0.475454545,F54P4,dm,Foothills,-83.9963882,10.2130948
25.27636364,F54P4,n,Foothills,-83.9963882,10.2130948
1.119090909,F54P4,p,Foothills,-83.9963882,10.2130948
289814.2793,F54P5,af,Foothills,-83.9733006,10.2134057
15.766,F54P5,afe,Foothills,-83.9733006,10.2134057
407.5413333,F54P5,cfms,Foothills,-83.9733006,10.2134057
0.540666667,F54P5,dm,Foothills,-83.9733006,10.2134057
25.294,F54P5,n,Foothills,-83.9733006,10.2134057
1.034666667,F54P5,p,Foothills,-83.9733006,10.2134057
178805.32,F54P6,af,Foothills,-83.9715099,10.2159234
15.49652174,F54P6,afe,Foothills,-83.9715099,10.2159234
389.0591304,F54P6,cfms,Foothills,-83.9715099,10.2159234
0.526086957,F54P6,dm,Foothills,-83.9715099,10.2159234
24.74304348,F54P6,n,Foothills,-83.9715099,10.2159234
1.130434783,F54P6,p,Foothills,-83.9715099,10.2159234
467945.4017,F5P1,af,P. macroloba,-83.9686333,10.4559144
16.6875,F5P1,afe,P. macroloba,-83.9686333,10.4559144
371.9558333,F5P1,cfms,P. macroloba,-83.9686333,10.4559144
0.435,F5P1,dm,P. macroloba,-83.9686333,10.4559144
27.2425,F5P1,n,P. macroloba,-83.9686333,10.4559144
1.1975,F5P1,p,P. macroloba,-83.9686333,10.4559144
700274.4755,F5P2,af,P. macroloba,-83.9691055,10.4527851
16.96181818,F5P2,afe,P. macroloba,-83.9691055,10.4527851
374.2227273,F5P2,cfms,P. macroloba,-83.9691055,10.4527851
0.490909091,F5P2,dm,P. macroloba,-83.9691055,10.4527851
23.08272727,F5P2,n,P. macroloba,-83.9691055,10.4527851
1.030909091,F5P2,p,P. macroloba,-83.9691055,10.4527851
461075.1867,F5P3,af,P. macroloba,-83.9695685,10.4496564
13.12166667,F5P3,afe,P. macroloba,-83.9695685,10.4496564
403.3441667,F5P3,cfms,P. macroloba,-83.9695685,10.4496564
0.4825,F5P3,dm,P. macroloba,-83.9695685,10.4496564
23.305,F5P3,n,P. macroloba,-83.9695685,10.4496564
0.933333333,F5P3,p,P. macroloba,-83.9695685,10.4496564
779185.9089,F6P1,af,P. macroloba,-83.9248804,10.209997
13.20333333,F6P1,afe,P. macroloba,-83.9248804,10.209997
382.6555556,F6P1,cfms,P. macroloba,-83.9248804,10.209997
0.406666667,F6P1,dm,P. macroloba,-83.9248804,10.209997
23.92111111,F6P1,n,P. macroloba,-83.9248804,10.209997
1.187777778,F6P1,p,P. macroloba,-83.9248804,10.209997
650326.6528,F6P2,af,P. macroloba,-83.9286443,10.2098284
14.70833333,F6P2,afe,P. macroloba,-83.9286443,10.2098284
400.8088889,F6P2,cfms,P. macroloba,-83.9286443,10.2098284
0.520555556,F6P2,dm,P. macroloba,-83.9286443,10.2098284
26.26666667,F6P2,n,P. macroloba,-83.9286443,10.2098284
1.067222222,F6P2,p,P. macroloba,-83.9286443,10.2098284
794651.8492,F6P3,af,P. macroloba,-83.9318257,10.2108022
13.66,F6P3,afe,P. macroloba,-83.9318257,10.2108022
406.015,F6P3,cfms,P. macroloba,-83.9318257,10.2108022
0.450833333,F6P3,dm,P. macroloba,-83.9318257,10.2108022
22.69666667,F6P3,n,P. macroloba,-83.9318257,10.2108022
0.973333333,F6P3,p,P. macroloba,-83.9318257,10.2108022
721841.7962,F7P1,af,P. macroloba,-84.0804603,10.4423079
17.90769231,F7P1,afe,P. macroloba,-84.0804603,10.4423079
368.5969231,F7P1,cfms,P. macroloba,-84.0804603,10.4423079
0.4,F7P1,dm,P. macroloba,-84.0804603,10.4423079
28.51,F7P1,n,P. macroloba,-84.0804603,10.4423079
1.17,F7P1,p,P. macroloba,-84.0804603,10.4423079
680188.4036,F7P2,af,P. macroloba,-84.0831522,10.4422512
15.32928571,F7P2,afe,P. macroloba,-84.0831522,10.4422512
396.5,F7P2,cfms,P. macroloba,-84.0831522,10.4422512
0.426428571,F7P2,dm,P. macroloba,-84.0831522,10.4422512
25.28857143,F7P2,n,P. macroloba,-84.0831522,10.4422512
1.097142857,F7P2,p,P. macroloba,-84.0831522,10.4422512
495897.8585,F8P1,af,P. macroloba,-84.1698641,10.5401782
13.32692308,F8P1,afe,P. macroloba,-84.1698641,10.5401782
390.0815385,F8P1,cfms,P. macroloba,-84.1698641,10.5401782
0.480769231,F8P1,dm,P. macroloba,-84.1698641,10.5401782
21.90538462,F8P1,n,P. macroloba,-84.1698641,10.5401782
1.167692308,F8P1,p,P. macroloba,-84.1698641,10.5401782
657663.2344,F8P2,af,P. macroloba,-84.1697863,10.542715
12.03555556,F8P2,afe,P. macroloba,-84.1697863,10.542715
420.2288889,F8P2,cfms,P. macroloba,-84.1697863,10.542715
0.523333333,F8P2,dm,P. macroloba,-84.1697863,10.542715
21.82333333,F8P2,n,P. macroloba,-84.1697863,10.542715
0.964444444,F8P2,p,P. macroloba,-84.1697863,10.542715
429658.3422,F9P1,af,P. macroloba,-84.2936342,10.5351467
12.81333333,F9P1,afe,P. macroloba,-84.2936342,10.5351467
414.8588889,F9P1,cfms,P. macroloba,-84.2936342,10.5351467
0.52,F9P1,dm,P. macroloba,-84.2936342,10.5351467
24.16333333,F9P1,n,P. macroloba,-84.2936342,10.5351467
1.063333333,F9P1,p,P. macroloba,-84.2936342,10.5351467
343876.7725,F9P2,af,P. macroloba,-84.2919495,10.5315826
14.42333333,F9P2,afe,P. macroloba,-84.2919495,10.5315826
384.2908333,F9P2,cfms,P. macroloba,-84.2919495,10.5315826
0.501666667,F9P2,dm,P. macroloba,-84.2919495,10.5315826
25.62583333,F9P2,n,P. macroloba,-84.2919495,10.5315826
1.19,F9P2,p,P. macroloba,-84.2919495,10.5315826
470567.74,F9P3,af,P. macroloba,-84.2948566,10.5309667
15.78375,F9P3,afe,P. macroloba,-84.2948566,10.5309667
367.91125,F9P3,cfms,P. macroloba,-84.2948566,10.5309667
0.47625,F9P3,dm,P. macroloba,-84.2948566,10.5309667
25.59875,F9P3,n,P. macroloba,-84.2948566,10.5309667
1.37875,F9P3,p,P. macroloba,-84.2948566,10.5309667
