cwm,plot,traits,forest_type,longitude,latitude
10.00272727,F48P1,afe,Q. paraensis,-84.0353032,10.6904144
424.7927273,F48P1,cfms,Q. paraensis,-84.0353032,10.6904144
0.57,F48P1,dm,Q. paraensis,-84.0353032,10.6904144
22.34727273,F48P1,n,Q. paraensis,-84.0353032,10.6904144
0.775454545,F48P1,p,Q. paraensis,-84.0353032,10.6904144
14.551875,F48P2,afe,P. macroloba,-84.0381514,10.6904685
422.1275,F48P2,cfms,P. macroloba,-84.0381514,10.6904685
0.56375,F48P2,dm,P. macroloba,-84.0381514,10.6904685
22.394375,F48P2,n,P. macroloba,-84.0381514,10.6904685
0.94,F48P2,p,P. macroloba,-84.0381514,10.6904685
12.88,F49P1,afe,P. macroloba,-84.1005513,10.6399875
438.6655556,F49P1,cfms,P. macroloba,-84.1005513,10.6399875
0.558888889,F49P1,dm,P. macroloba,-84.1005513,10.6399875
22.65777778,F49P1,n,P. macroloba,-84.1005513,10.6399875
0.865555556,F49P1,p,P. macroloba,-84.1005513,10.6399875
16.48,F49P2,afe,P. macroloba,-84.1039852,10.6388814
400.5816667,F49P2,cfms,P. macroloba,-84.1039852,10.6388814
0.525,F49P2,dm,P. macroloba,-84.1039852,10.6388814
22.70416667,F49P2,n,P. macroloba,-84.1039852,10.6388814
1.025,F49P2,p,P. macroloba,-84.1039852,10.6388814
15.224,F49P3,afe,P. macroloba,-84.1027717,10.6359353
412.654,F49P3,cfms,P. macroloba,-84.1027717,10.6359353
0.588,F49P3,dm,P. macroloba,-84.1027717,10.6359353
24.21,F49P3,n,P. macroloba,-84.1027717,10.6359353
1.053,F49P3,p,P. macroloba,-84.1027717,10.6359353
12.20714286,F4P1,afe,P. macroloba,-84.039014,10.5296889
437.9042857,F4P1,cfms,P. macroloba,-84.039014,10.5296889
0.595714286,F4P1,dm,P. macroloba,-84.039014,10.5296889
24.42857143,F4P1,n,P. macroloba,-84.039014,10.5296889
0.98,F4P1,p,P. macroloba,-84.039014,10.5296889
15.067,F4P2,afe,P. macroloba,-84.0355138,10.531299
410.172,F4P2,cfms,P. macroloba,-84.0355138,10.531299
0.558,F4P2,dm,P. macroloba,-84.0355138,10.531299
24.093,F4P2,n,P. macroloba,-84.0355138,10.531299
0.995,F4P2,p,P. macroloba,-84.0355138,10.531299
13.53166667,F50P1,afe,Q. paraensis,-84.0064314,10.6851905
395.5866667,F50P1,cfms,Q. paraensis,-84.0064314,10.6851905
0.5725,F50P1,dm,Q. paraensis,-84.0064314,10.6851905
22.24333333,F50P1,n,Q. paraensis,-84.0064314,10.6851905
0.935,F50P1,p,Q. paraensis,-84.0064314,10.6851905
13.25090909,F50P2,afe,P. macroloba,-84.0049931,10.6782238
436.3890909,F50P2,cfms,P. macroloba,-84.0049931,10.6782238
0.624545455,F50P2,dm,P. macroloba,-84.0049931,10.6782238
21.75727273,F50P2,n,P. macroloba,-84.0049931,10.6782238
0.858181818,F50P2,p,P. macroloba,-84.0049931,10.6782238
11.67,F50P3,afe,Q. paraensis,-84.001291,10.680545
427.72875,F50P3,cfms,Q. paraensis,-84.001291,10.680545
0.693125,F50P3,dm,Q. paraensis,-84.001291,10.680545
21.865,F50P3,n,Q. paraensis,-84.001291,10.680545
0.8175,F50P3,p,Q. paraensis,-84.001291,10.680545
14.56,F50P4,afe,P. macroloba,-83.9983157,10.6781559
423.7233333,F50P4,cfms,P. macroloba,-83.9983157,10.6781559
0.653333333,F50P4,dm,P. macroloba,-83.9983157,10.6781559
23.85666667,F50P4,n,P. macroloba,-83.9983157,10.6781559
1.01,F50P4,p,P. macroloba,-83.9983157,10.6781559
14.70166667,F51P1,afe,Q. paraensis,-84.1176438,10.721962
418.9422222,F51P1,cfms,Q. paraensis,-84.1176438,10.721962
0.678888889,F51P1,dm,Q. paraensis,-84.1176438,10.721962
23.21666667,F51P1,n,Q. paraensis,-84.1176438,10.721962
0.951111111,F51P1,p,Q. paraensis,-84.1176438,10.721962
10.22,F51P2,afe,Q. paraensis,-84.1187313,10.7257107
433.81,F51P2,cfms,Q. paraensis,-84.1187313,10.7257107
0.71,F51P2,dm,Q. paraensis,-84.1187313,10.7257107
20.77,F51P2,n,Q. paraensis,-84.1187313,10.7257107
0.808181818,F51P2,p,Q. paraensis,-84.1187313,10.7257107
11.293125,F51P3,afe,Q. paraensis,-84.1158291,10.728447
442.6075,F51P3,cfms,Q. paraensis,-84.1158291,10.728447
0.6275,F51P3,dm,Q. paraensis,-84.1158291,10.728447
21.5925,F51P3,n,Q. paraensis,-84.1158291,10.728447
0.806875,F51P3,p,Q. paraensis,-84.1158291,10.728447
15.382,F52P1,afe,Foothills,-84.0632124,10.3217756
367.0946667,F52P1,cfms,Foothills,-84.0632124,10.3217756
0.522666667,F52P1,dm,Foothills,-84.0632124,10.3217756
25.35733333,F52P1,n,Foothills,-84.0632124,10.3217756
1.252,F52P1,p,Foothills,-84.0632124,10.3217756
16.99727273,F52P2,afe,Foothills,-84.060733,10.3265391
388.8013636,F52P2,cfms,Foothills,-84.060733,10.3265391
0.522727273,F52P2,dm,Foothills,-84.060733,10.3265391
21.83409091,F52P2,n,Foothills,-84.060733,10.3265391
1.136818182,F52P2,p,Foothills,-84.060733,10.3265391
14.54333333,F52P3,afe,Q. paraensis,-84.0592819,10.353147
417.8246667,F52P3,cfms,Q. paraensis,-84.0592819,10.353147
0.583333333,F52P3,dm,Q. paraensis,-84.0592819,10.353147
25.33666667,F52P3,n,Q. paraensis,-84.0592819,10.353147
1.014666667,F52P3,p,Q. paraensis,-84.0592819,10.353147
15.035,F52P4,afe,Foothills,-84.0607413,10.3511647
377.3408333,F52P4,cfms,Foothills,-84.0607413,10.3511647
0.488333333,F52P4,dm,Foothills,-84.0607413,10.3511647
26.20083333,F52P4,n,Foothills,-84.0607413,10.3511647
1.24,F52P4,p,Foothills,-84.0607413,10.3511647
11.97222222,F52P5,afe,Q. paraensis,-84.0620738,10.3461831
430.5977778,F52P5,cfms,Q. paraensis,-84.0620738,10.3461831
0.645555556,F52P5,dm,Q. paraensis,-84.0620738,10.3461831
22.16444444,F52P5,n,Q. paraensis,-84.0620738,10.3461831
0.91,F52P5,p,Q. paraensis,-84.0620738,10.3461831
15.46722222,F52P6,afe,Q. paraensis,-84.0627015,10.3433803
394.6961111,F52P6,cfms,Q. paraensis,-84.0627015,10.3433803
0.561111111,F52P6,dm,Q. paraensis,-84.0627015,10.3433803
23.01111111,F52P6,n,Q. paraensis,-84.0627015,10.3433803
0.922222222,F52P6,p,Q. paraensis,-84.0627015,10.3433803
12.41083333,F52P7,afe,Q. paraensis,-84.0564418,10.3544846
427.4108333,F52P7,cfms,Q. paraensis,-84.0564418,10.3544846
0.601666667,F52P7,dm,Q. paraensis,-84.0564418,10.3544846
23.13083333,F52P7,n,Q. paraensis,-84.0564418,10.3544846
0.880833333,F52P7,p,Q. paraensis,-84.0564418,10.3544846
15.58416667,F53P1,afe,Foothills,-83.97431,10.195508
372.985,F53P1,cfms,Foothills,-83.97431,10.195508
0.500833333,F53P1,dm,Foothills,-83.97431,10.195508
27.98916667,F53P1,n,Foothills,-83.97431,10.195508
1.2975,F53P1,p,Foothills,-83.97431,10.195508
15.1225,F53P2,afe,Foothills,-83.9771867,10.197071
379.49375,F53P2,cfms,Foothills,-83.9771867,10.197071
0.46,F53P2,dm,Foothills,-83.9771867,10.197071
25.84,F53P2,n,Foothills,-83.9771867,10.197071
1.29125,F53P2,p,Foothills,-83.9771867,10.197071
16.42,F54P1,afe,Foothills,-83.9857582,10.2071333
373.0864286,F54P1,cfms,Foothills,-83.9857582,10.2071333
0.507142857,F54P1,dm,Foothills,-83.9857582,10.2071333
25.77928571,F54P1,n,Foothills,-83.9857582,10.2071333
1.260714286,F54P1,p,Foothills,-83.9857582,10.2071333
14.616,F54P2,afe,Foothills,-83.9832377,10.2066237
407.1266667,F54P2,cfms,Foothills,-83.9832377,10.2066237
0.499333333,F54P2,dm,Foothills,-83.9832377,10.2066237
21.94933333,F54P2,n,Foothills,-83.9832377,10.2066237
1.136,F54P2,p,Foothills,-83.9832377,10.2066237
17.55090909,F54P3,afe,Foothills,-83.9939764,10.2115909
378.4990909,F54P3,cfms,Foothills,-83.9939764,10.2115909
0.460909091,F54P3,dm,Foothills,-83.9939764,10.2115909
24.36818182,F54P3,n,Foothills,-83.9939764,10.2115909
1.280909091,F54P3,p,Foothills,-83.9939764,10.2115909
15.8,F54P4,afe,Foothills,-83.9963882,10.2130948
371.427,F54P4,cfms,Foothills,-83.9963882,10.2130948
0.463,F54P4,dm,Foothills,-83.9963882,10.2130948
25.826,F54P4,n,Foothills,-83.9963882,10.2130948
1.13,F54P4,p,Foothills,-83.9963882,10.2130948
16.27571429,F54P5,afe,Foothills,-83.9733006,10.2134057
405.2228571,F54P5,cfms,Foothills,-83.9733006,10.2134057
0.570714286,F54P5,dm,Foothills,-83.9733006,10.2134057
25.83642857,F54P5,n,Foothills,-83.9733006,10.2134057
1.053571429,F54P5,p,Foothills,-83.9733006,10.2134057
15.74909091,F54P6,afe,Foothills,-83.9715099,10.2159234
389.4709091,F54P6,cfms,Foothills,-83.9715099,10.2159234
0.544090909,F54P6,dm,Foothills,-83.9715099,10.2159234
24.94227273,F54P6,n,Foothills,-83.9715099,10.2159234
1.125,F54P6,p,Foothills,-83.9715099,10.2159234
17.885,F5P1,afe,P. macroloba,-83.9686333,10.4559144
369.347,F5P1,cfms,P. macroloba,-83.9686333,10.4559144
0.469,F5P1,dm,P. macroloba,-83.9686333,10.4559144
28.554,F5P1,n,P. macroloba,-83.9686333,10.4559144
1.206,F5P1,p,P. macroloba,-83.9686333,10.4559144
19.52625,F5P2,afe,P. macroloba,-83.9691055,10.4527851
359.55625,F5P2,cfms,P. macroloba,-83.9691055,10.4527851
0.53375,F5P2,dm,P. macroloba,-83.9691055,10.4527851
24.095,F5P2,n,P. macroloba,-83.9691055,10.4527851
1.0025,F5P2,p,P. macroloba,-83.9691055,10.4527851
13.606,F5P3,afe,P. macroloba,-83.9695685,10.4496564
407.013,F5P3,cfms,P. macroloba,-83.9695685,10.4496564
0.526,F5P3,dm,P. macroloba,-83.9695685,10.4496564
23.829,F5P3,n,P. macroloba,-83.9695685,10.4496564
0.889,F5P3,p,P. macroloba,-83.9695685,10.4496564
14.32285714,F6P1,afe,P. macroloba,-83.9248804,10.209997
374.8428571,F6P1,cfms,P. macroloba,-83.9248804,10.209997
0.487142857,F6P1,dm,P. macroloba,-83.9248804,10.209997
25.31857143,F6P1,n,P. macroloba,-83.9248804,10.209997
1.238571429,F6P1,p,P. macroloba,-83.9248804,10.209997
16.125,F6P2,afe,P. macroloba,-83.9286443,10.2098284
395.3257143,F6P2,cfms,P. macroloba,-83.9286443,10.2098284
0.58,F6P2,dm,P. macroloba,-83.9286443,10.2098284
28.13928571,F6P2,n,P. macroloba,-83.9286443,10.2098284
1.08,F6P2,p,P. macroloba,-83.9286443,10.2098284
14.87666667,F6P3,afe,P. macroloba,-83.9318257,10.2108022
406.9088889,F6P3,cfms,P. macroloba,-83.9318257,10.2108022
0.528888889,F6P3,dm,P. macroloba,-83.9318257,10.2108022
23.69888889,F6P3,n,P. macroloba,-83.9318257,10.2108022
0.955555556,F6P3,p,P. macroloba,-83.9318257,10.2108022
20.277,F7P1,afe,P. macroloba,-84.0804603,10.4423079
358.176,F7P1,cfms,P. macroloba,-84.0804603,10.4423079
0.455,F7P1,dm,P. macroloba,-84.0804603,10.4423079
31.156,F7P1,n,P. macroloba,-84.0804603,10.4423079
1.213,F7P1,p,P. macroloba,-84.0804603,10.4423079
16.78,F7P2,afe,P. macroloba,-84.0831522,10.4422512
394.6363636,F7P2,cfms,P. macroloba,-84.0831522,10.4422512
0.483636364,F7P2,dm,P. macroloba,-84.0831522,10.4422512
26.81545455,F7P2,n,P. macroloba,-84.0831522,10.4422512
1.116363636,F7P2,p,P. macroloba,-84.0831522,10.4422512
13.92363636,F8P1,afe,P. macroloba,-84.1698641,10.5401782
385.5509091,F8P1,cfms,P. macroloba,-84.1698641,10.5401782
0.520909091,F8P1,dm,P. macroloba,-84.1698641,10.5401782
22.36909091,F8P1,n,P. macroloba,-84.1698641,10.5401782
1.213636364,F8P1,p,P. macroloba,-84.1698641,10.5401782
12.60428571,F8P2,afe,P. macroloba,-84.1697863,10.542715
421.7228571,F8P2,cfms,P. macroloba,-84.1697863,10.542715
0.598571429,F8P2,dm,P. macroloba,-84.1697863,10.542715
22.52857143,F8P2,n,P. macroloba,-84.1697863,10.542715
0.978571429,F8P2,p,P. macroloba,-84.1697863,10.542715
13.33625,F9P1,afe,P. macroloba,-84.2936342,10.5351467
411.71625,F9P1,cfms,P. macroloba,-84.2936342,10.5351467
0.57,F9P1,dm,P. macroloba,-84.2936342,10.5351467
24.97125,F9P1,n,P. macroloba,-84.2936342,10.5351467
1.1,F9P1,p,P. macroloba,-84.2936342,10.5351467
14.95,F9P2,afe,P. macroloba,-84.2919495,10.5315826
379.2263636,F9P2,cfms,P. macroloba,-84.2919495,10.5315826
0.536363636,F9P2,dm,P. macroloba,-84.2919495,10.5315826
26.34636364,F9P2,n,P. macroloba,-84.2919495,10.5315826
1.228181818,F9P2,p,P. macroloba,-84.2919495,10.5315826
16.80571429,F9P3,afe,P. macroloba,-84.2948566,10.5309667
357.6128571,F9P3,cfms,P. macroloba,-84.2948566,10.5309667
0.527142857,F9P3,dm,P. macroloba,-84.2948566,10.5309667
26.72714286,F9P3,n,P. macroloba,-84.2948566,10.5309667
1.465714286,F9P3,p,P. macroloba,-84.2948566,10.5309667
